SA2_NAME16	EmploymentStatus	workers
Bundoora - East	Contributing family workers	39
Bundoora - East	Employee	1641
Bundoora - East	Owner managers of incorporated enterprises	211
Bundoora - East	Owner managers of unincorporated enterprises	192
Bundoora - East	Status in employment not stated	30
Greensborough	Contributing family workers	91
Greensborough	Employee	5065
Greensborough	Owner managers of incorporated enterprises	535
Greensborough	Owner managers of unincorporated enterprises	417
Greensborough	Status in employment not stated	57
Heidelberg - Rosanna	Contributing family workers	85
Heidelberg - Rosanna	Employee	12420
Heidelberg - Rosanna	Owner managers of incorporated enterprises	483
Heidelberg - Rosanna	Owner managers of unincorporated enterprises	482
Heidelberg - Rosanna	Status in employment not stated	97
Heidelberg West	Contributing family workers	83
Heidelberg West	Employee	5483
Heidelberg West	Owner managers of incorporated enterprises	631
Heidelberg West	Owner managers of unincorporated enterprises	417
Heidelberg West	Status in employment not stated	70
Ivanhoe	Contributing family workers	57
Ivanhoe	Employee	2988
Ivanhoe	Owner managers of incorporated enterprises	387
Ivanhoe	Owner managers of unincorporated enterprises	375
Ivanhoe	Status in employment not stated	37
Ivanhoe East - Eaglemont	Contributing family workers	45
Ivanhoe East - Eaglemont	Employee	834
Ivanhoe East - Eaglemont	Owner managers of incorporated enterprises	246
Ivanhoe East - Eaglemont	Owner managers of unincorporated enterprises	209
Ivanhoe East - Eaglemont	Status in employment not stated	7
Montmorency - Briar Hill	Contributing family workers	58
Montmorency - Briar Hill	Employee	1794
Montmorency - Briar Hill	Owner managers of incorporated enterprises	385
Montmorency - Briar Hill	Owner managers of unincorporated enterprises	383
Montmorency - Briar Hill	Status in employment not stated	35
Viewbank - Yallambie	Contributing family workers	28
Viewbank - Yallambie	Employee	2197
Viewbank - Yallambie	Owner managers of incorporated enterprises	207
Viewbank - Yallambie	Owner managers of unincorporated enterprises	262
Viewbank - Yallambie	Status in employment not stated	22
Watsonia	Contributing family workers	26
Watsonia	Employee	936
Watsonia	Owner managers of incorporated enterprises	141
Watsonia	Owner managers of unincorporated enterprises	158
Watsonia	Status in employment not stated	15
Kingsbury	Contributing family workers	38
Kingsbury	Employee	5740
Kingsbury	Owner managers of incorporated enterprises	198
Kingsbury	Owner managers of unincorporated enterprises	178
Kingsbury	Status in employment not stated	61
Reservoir - East	Contributing family workers	59
Reservoir - East	Employee	2338
Reservoir - East	Owner managers of incorporated enterprises	275
Reservoir - East	Owner managers of unincorporated enterprises	373
Reservoir - East	Status in employment not stated	44
Reservoir - West	Contributing family workers	82
Reservoir - West	Employee	4117
Reservoir - West	Owner managers of incorporated enterprises	490
Reservoir - West	Owner managers of unincorporated enterprises	404
Reservoir - West	Status in employment not stated	76
Preston - East	Contributing family workers	178
Preston - East	Employee	14787
Preston - East	Owner managers of incorporated enterprises	1017
Preston - East	Owner managers of unincorporated enterprises	762
Preston - East	Status in employment not stated	182
Preston - West	Contributing family workers	38
Preston - West	Employee	1586
Preston - West	Owner managers of incorporated enterprises	141
Preston - West	Owner managers of unincorporated enterprises	248
Preston - West	Status in employment not stated	28
Eltham	Contributing family workers	109
Eltham	Employee	4520
Eltham	Owner managers of incorporated enterprises	802
Eltham	Owner managers of unincorporated enterprises	721
Eltham	Status in employment not stated	53
Hurstbridge	Contributing family workers	18
Hurstbridge	Employee	338
Hurstbridge	Owner managers of incorporated enterprises	88
Hurstbridge	Owner managers of unincorporated enterprises	121
Hurstbridge	Status in employment not stated	8
Kinglake	Contributing family workers	36
Kinglake	Employee	441
Kinglake	Owner managers of incorporated enterprises	108
Kinglake	Owner managers of unincorporated enterprises	102
Kinglake	Status in employment not stated	8
Panton Hill - St Andrews	Contributing family workers	48
Panton Hill - St Andrews	Employee	567
Panton Hill - St Andrews	Owner managers of incorporated enterprises	165
Panton Hill - St Andrews	Owner managers of unincorporated enterprises	185
Panton Hill - St Andrews	Status in employment not stated	17
Plenty - Yarrambat	Contributing family workers	54
Plenty - Yarrambat	Employee	1408
Plenty - Yarrambat	Owner managers of incorporated enterprises	255
Plenty - Yarrambat	Owner managers of unincorporated enterprises	198
Plenty - Yarrambat	Status in employment not stated	23
Research - North Warrandyte	Contributing family workers	47
Research - North Warrandyte	Employee	698
Research - North Warrandyte	Owner managers of incorporated enterprises	266
Research - North Warrandyte	Owner managers of unincorporated enterprises	191
Research - North Warrandyte	Status in employment not stated	7
Wattle Glen - Diamond Creek	Contributing family workers	52
Wattle Glen - Diamond Creek	Employee	1728
Wattle Glen - Diamond Creek	Owner managers of incorporated enterprises	301
Wattle Glen - Diamond Creek	Owner managers of unincorporated enterprises	284
Wattle Glen - Diamond Creek	Status in employment not stated	32
Bundoora - North	Contributing family workers	38
Bundoora - North	Employee	3271
Bundoora - North	Owner managers of incorporated enterprises	237
Bundoora - North	Owner managers of unincorporated enterprises	128
Bundoora - North	Status in employment not stated	47
Bundoora - West	Contributing family workers	27
Bundoora - West	Employee	1697
Bundoora - West	Owner managers of incorporated enterprises	112
Bundoora - West	Owner managers of unincorporated enterprises	134
Bundoora - West	Status in employment not stated	31
Lalor	Contributing family workers	60
Lalor	Employee	2116
Lalor	Owner managers of incorporated enterprises	304
Lalor	Owner managers of unincorporated enterprises	316
Lalor	Status in employment not stated	50
Mill Park - North	Contributing family workers	43
Mill Park - North	Employee	3997
Mill Park - North	Owner managers of incorporated enterprises	315
Mill Park - North	Owner managers of unincorporated enterprises	273
Mill Park - North	Status in employment not stated	41
Mill Park - South	Contributing family workers	20
Mill Park - South	Employee	579
Mill Park - South	Owner managers of incorporated enterprises	83
Mill Park - South	Owner managers of unincorporated enterprises	115
Mill Park - South	Status in employment not stated	15
Thomastown	Contributing family workers	140
Thomastown	Employee	12390
Thomastown	Owner managers of incorporated enterprises	1478
Thomastown	Owner managers of unincorporated enterprises	579
Thomastown	Status in employment not stated	199
Wallan	Contributing family workers	58
Wallan	Employee	1656
Wallan	Owner managers of incorporated enterprises	277
Wallan	Owner managers of unincorporated enterprises	234
Wallan	Status in employment not stated	49
Whittlesea	Contributing family workers	71
Whittlesea	Employee	1339
Whittlesea	Owner managers of incorporated enterprises	230
Whittlesea	Owner managers of unincorporated enterprises	180
Whittlesea	Status in employment not stated	27
Doreen	Contributing family workers	52
Doreen	Employee	1909
Doreen	Owner managers of incorporated enterprises	259
Doreen	Owner managers of unincorporated enterprises	352
Doreen	Status in employment not stated	36
Epping - East	Contributing family workers	19
Epping - East	Employee	938
Epping - East	Owner managers of incorporated enterprises	89
Epping - East	Owner managers of unincorporated enterprises	131
Epping - East	Status in employment not stated	9
Epping - South	Contributing family workers	65
Epping - South	Employee	10514
Epping - South	Owner managers of incorporated enterprises	450
Epping - South	Owner managers of unincorporated enterprises	241
Epping - South	Status in employment not stated	116
Epping - West	Contributing family workers	23
Epping - West	Employee	1287
Epping - West	Owner managers of incorporated enterprises	183
Epping - West	Owner managers of unincorporated enterprises	176
Epping - West	Status in employment not stated	20
Mernda	Contributing family workers	31
Mernda	Employee	970
Mernda	Owner managers of incorporated enterprises	166
Mernda	Owner managers of unincorporated enterprises	213
Mernda	Status in employment not stated	11
South Morang (North)	Contributing family workers	21
South Morang (North)	Employee	477
South Morang (North)	Owner managers of incorporated enterprises	135
South Morang (North)	Owner managers of unincorporated enterprises	136
South Morang (North)	Status in employment not stated	17
South Morang (South)	Contributing family workers	33
South Morang (South)	Employee	2378
South Morang (South)	Owner managers of incorporated enterprises	137
South Morang (South)	Owner managers of unincorporated enterprises	158
South Morang (South)	Status in employment not stated	36
Wollert	Contributing family workers	20
Wollert	Employee	452
Wollert	Owner managers of incorporated enterprises	73
Wollert	Owner managers of unincorporated enterprises	112
Wollert	Status in employment not stated	13
Airport West	Contributing family workers	68
Airport West	Employee	3784
Airport West	Owner managers of incorporated enterprises	402
Airport West	Owner managers of unincorporated enterprises	209
Airport West	Status in employment not stated	56
Essendon Airport	Contributing family workers	11
Essendon Airport	Employee	4163
Essendon Airport	Owner managers of incorporated enterprises	115
Essendon Airport	Owner managers of unincorporated enterprises	60
Essendon Airport	Status in employment not stated	36
Keilor	Contributing family workers	140
Keilor	Employee	15319
Keilor	Owner managers of incorporated enterprises	1355
Keilor	Owner managers of unincorporated enterprises	526
Keilor	Status in employment not stated	195
Keilor East	Contributing family workers	64
Keilor East	Employee	2317
Keilor East	Owner managers of incorporated enterprises	355
Keilor East	Owner managers of unincorporated enterprises	381
Keilor East	Status in employment not stated	34
Niddrie - Essendon West	Contributing family workers	41
Niddrie - Essendon West	Employee	1577
Niddrie - Essendon West	Owner managers of incorporated enterprises	253
Niddrie - Essendon West	Owner managers of unincorporated enterprises	178
Niddrie - Essendon West	Status in employment not stated	27
Strathmore	Contributing family workers	46
Strathmore	Employee	931
Strathmore	Owner managers of incorporated enterprises	191
Strathmore	Owner managers of unincorporated enterprises	188
Strathmore	Status in employment not stated	16
Gisborne	Contributing family workers	80
Gisborne	Employee	2867
Gisborne	Owner managers of incorporated enterprises	388
Gisborne	Owner managers of unincorporated enterprises	368
Gisborne	Status in employment not stated	38
Macedon	Contributing family workers	20
Macedon	Employee	474
Macedon	Owner managers of incorporated enterprises	95
Macedon	Owner managers of unincorporated enterprises	106
Macedon	Status in employment not stated	4
Riddells Creek	Contributing family workers	20
