LGA_NAME16	Occupation	OccupationSubtype	workers
Port Augusta (C)	Sales workers	Sales representatives and agents	34
Port Augusta (C)	Sales workers	Sales support workers	104
Port Augusta (C)	Technicians and trades workers	Automotive and engineering trades workers	173
Port Augusta (C)	Technicians and trades workers	Construction trades workers	61
Port Augusta (C)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	99
Port Augusta (C)	Technicians and trades workers	Engineering ICT and science technicians	50
Port Augusta (C)	Technicians and trades workers	Food trades workers	86
Port Augusta (C)	Technicians and trades workers	Other technicians and trades workers	56
Port Augusta (C)	Technicians and trades workers	Skilled animal and horticultural workers	52
Port Augusta (C)	Technicians and trades workers	Technicians and trades workers nfd	7
Port Lincoln (C)			104
Port Lincoln (C)	Clerical and administrative workers	Clerical and office support workers	40
Port Lincoln (C)	Clerical and administrative workers	General clerical workers	167
Port Lincoln (C)	Clerical and administrative workers	Inquiry clerks and receptionists	151
Port Lincoln (C)	Clerical and administrative workers	Numerical clerks	224
Port Lincoln (C)	Clerical and administrative workers	Office managers and program administrators	142
Port Lincoln (C)	Clerical and administrative workers	Other clerical and administrative workers	86
Port Lincoln (C)	Clerical and administrative workers	Personal assistants and secretaries	75
Port Lincoln (C)	Community and personal service workers	Carers and aides	375
Port Lincoln (C)	Community and personal service workers	Health and welfare support workers	136
Port Lincoln (C)	Community and personal service workers	Hospitality workers	124
Port Lincoln (C)	Community and personal service workers	Protective service workers	90
Port Lincoln (C)	Community and personal service workers	Sports and personal service workers	80
Port Lincoln (C)	Labourers	Cleaners and laundry workers	231
Port Lincoln (C)	Labourers	Construction and mining labourers	66
Port Lincoln (C)	Labourers	Factory process workers	192
Port Lincoln (C)	Labourers	Farm forestry and garden workers	26
Port Lincoln (C)	Labourers	Food preparation assistants	105
Port Lincoln (C)	Labourers	Labourers nfd	15
Port Lincoln (C)	Labourers	Other labourers	272
Port Lincoln (C)	Machinery operators and drivers	Machine and stationary plant operators	74
Port Lincoln (C)	Machinery operators and drivers	Machinery operators and drivers nfd	8
Port Lincoln (C)	Machinery operators and drivers	Mobile plant operators	51
Port Lincoln (C)	Machinery operators and drivers	Road and rail drivers	161
Port Lincoln (C)	Machinery operators and drivers	Storepersons	36
Port Lincoln (C)	Managers	Chief executives general managers and legislators	54
Port Lincoln (C)	Managers	Farmers and farm managers	54
Port Lincoln (C)	Managers	Hospitality retail and service managers	305
Port Lincoln (C)	Managers	Managers nfd	16
Port Lincoln (C)	Managers	Specialist managers	249
Port Lincoln (C)	Professionals	Arts and media professionals	29
Port Lincoln (C)	Professionals	Business human resource and marketing professionals	177
Port Lincoln (C)	Professionals	Design engineering science and transport professionals	164
Port Lincoln (C)	Professionals	Education professionals	335
Port Lincoln (C)	Professionals	Health professionals	290
Port Lincoln (C)	Professionals	Information and Communication Technology ICT professionals	9
Port Lincoln (C)	Professionals	Legal social and welfare professionals	101
Port Lincoln (C)	Professionals	Professionals nfd	3
Port Lincoln (C)	Sales workers	Sales assistants and salespersons	632
Port Lincoln (C)	Sales workers	Sales representatives and agents	74
Port Lincoln (C)	Sales workers	Sales support workers	129
Port Lincoln (C)	Sales workers	Sales workers nfd	3
Port Lincoln (C)	Technicians and trades workers	Automotive and engineering trades workers	226
Port Lincoln (C)	Technicians and trades workers	Construction trades workers	166
Port Lincoln (C)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	110
Port Lincoln (C)	Technicians and trades workers	Engineering ICT and science technicians	77
Port Lincoln (C)	Technicians and trades workers	Food trades workers	110
Port Lincoln (C)	Technicians and trades workers	Other technicians and trades workers	150
Port Lincoln (C)	Technicians and trades workers	Skilled animal and horticultural workers	80
Port Lincoln (C)	Technicians and trades workers	Technicians and trades workers nfd	14
Port Pirie City and Dists (M)			104
Port Pirie City and Dists (M)	Clerical and administrative workers	Clerical and office support workers	48
Port Pirie City and Dists (M)	Clerical and administrative workers	General clerical workers	165
Port Pirie City and Dists (M)	Clerical and administrative workers	Inquiry clerks and receptionists	128
Port Pirie City and Dists (M)	Clerical and administrative workers	Numerical clerks	119
Port Pirie City and Dists (M)	Clerical and administrative workers	Office managers and program administrators	126
Port Pirie City and Dists (M)	Clerical and administrative workers	Other clerical and administrative workers	85
Port Pirie City and Dists (M)	Clerical and administrative workers	Personal assistants and secretaries	48
Port Pirie City and Dists (M)	Community and personal service workers	Carers and aides	471
Port Pirie City and Dists (M)	Community and personal service workers	Health and welfare support workers	191
Port Pirie City and Dists (M)	Community and personal service workers	Hospitality workers	102
Port Pirie City and Dists (M)	Community and personal service workers	Protective service workers	82
Port Pirie City and Dists (M)	Community and personal service workers	Sports and personal service workers	50
Port Pirie City and Dists (M)	Labourers	Cleaners and laundry workers	220
Port Pirie City and Dists (M)	Labourers	Construction and mining labourers	111
Port Pirie City and Dists (M)	Labourers	Factory process workers	65
Port Pirie City and Dists (M)	Labourers	Farm forestry and garden workers	45
Port Pirie City and Dists (M)	Labourers	Food preparation assistants	133
Port Pirie City and Dists (M)	Labourers	Labourers nfd	23
Port Pirie City and Dists (M)	Labourers	Other labourers	174
Port Pirie City and Dists (M)	Machinery operators and drivers	Machine and stationary plant operators	381
Port Pirie City and Dists (M)	Machinery operators and drivers	Machinery operators and drivers nfd	11
Port Pirie City and Dists (M)	Machinery operators and drivers	Mobile plant operators	73
Port Pirie City and Dists (M)	Machinery operators and drivers	Road and rail drivers	162
Port Pirie City and Dists (M)	Machinery operators and drivers	Storepersons	35
Port Pirie City and Dists (M)	Managers	Chief executives general managers and legislators	24
Port Pirie City and Dists (M)	Managers	Farmers and farm managers	178
Port Pirie City and Dists (M)	Managers	Hospitality retail and service managers	275
Port Pirie City and Dists (M)	Managers	Managers nfd	14
Port Pirie City and Dists (M)	Managers	Specialist managers	238
Port Pirie City and Dists (M)	Professionals	Arts and media professionals	29
Port Pirie City and Dists (M)	Professionals	Business human resource and marketing professionals	131
Port Pirie City and Dists (M)	Professionals	Design engineering science and transport professionals	106
Port Pirie City and Dists (M)	Professionals	Education professionals	335
Port Pirie City and Dists (M)	Professionals	Health professionals	326
Port Pirie City and Dists (M)	Professionals	Information and Communication Technology ICT professionals	14
Port Pirie City and Dists (M)	Professionals	Legal social and welfare professionals	95
Port Pirie City and Dists (M)	Professionals	Professionals nfd	3
Port Pirie City and Dists (M)	Sales workers	Sales assistants and salespersons	559
Port Pirie City and Dists (M)	Sales workers	Sales representatives and agents	49
Port Pirie City and Dists (M)	Sales workers	Sales support workers	127
Port Pirie City and Dists (M)	Technicians and trades workers	Automotive and engineering trades workers	336
Port Pirie City and Dists (M)	Technicians and trades workers	Construction trades workers	117
Port Pirie City and Dists (M)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	166
Port Pirie City and Dists (M)	Technicians and trades workers	Engineering ICT and science technicians	122
Port Pirie City and Dists (M)	Technicians and trades workers	Food trades workers	83
Port Pirie City and Dists (M)	Technicians and trades workers	Other technicians and trades workers	100
Port Pirie City and Dists (M)	Technicians and trades workers	Skilled animal and horticultural workers	42
Port Pirie City and Dists (M)	Technicians and trades workers	Technicians and trades workers nfd	18
Prospect (C)			79
Prospect (C)	Clerical and administrative workers	Clerical and office support workers	17
Prospect (C)	Clerical and administrative workers	General clerical workers	126
Prospect (C)	Clerical and administrative workers	Inquiry clerks and receptionists	152
Prospect (C)	Clerical and administrative workers	Numerical clerks	224
Prospect (C)	Clerical and administrative workers	Office managers and program administrators	124
Prospect (C)	Clerical and administrative workers	Other clerical and administrative workers	70
Prospect (C)	Clerical and administrative workers	Personal assistants and secretaries	49
Prospect (C)	Community and personal service workers	Carers and aides	369
Prospect (C)	Community and personal service workers	Health and welfare support workers	102
Prospect (C)	Community and personal service workers	Hospitality workers	139
Prospect (C)	Community and personal service workers	Protective service workers	20
Prospect (C)	Community and personal service workers	Sports and personal service workers	128
Prospect (C)	Labourers	Cleaners and laundry workers	189
Prospect (C)	Labourers	Construction and mining labourers	32
Prospect (C)	Labourers	Factory process workers	24
Prospect (C)	Labourers	Farm forestry and garden workers	14
Prospect (C)	Labourers	Food preparation assistants	136
Prospect (C)	Labourers	Labourers nfd	3
Prospect (C)	Labourers	Other labourers	144
Prospect (C)	Machinery operators and drivers	Machine and stationary plant operators	22
Prospect (C)	Machinery operators and drivers	Mobile plant operators	9
Prospect (C)	Machinery operators and drivers	Road and rail drivers	70
Prospect (C)	Machinery operators and drivers	Storepersons	21
Prospect (C)	Managers	Chief executives general managers and legislators	62
Prospect (C)	Managers	Farmers and farm managers	3
Prospect (C)	Managers	Hospitality retail and service managers	325
