LGA_NAME16	LabourForceStatus	Sex	workers
Lockyer Valley (R)	Employed (away from work)	F	229
Lockyer Valley (R)	Employed (away from work)	M	155
Lockyer Valley (R)	Employed (full-time)	F	2486
Lockyer Valley (R)	Employed (full-time)	M	4026
Lockyer Valley (R)	Employed (part-time)	F	2800
Lockyer Valley (R)	Employed (part-time)	M	1240
Logan (C)		F	787
Logan (C)		M	1008
Logan (C)	Employed (away from work)	F	1710
Logan (C)	Employed (away from work)	M	998
Logan (C)	Employed (full-time)	F	21306
Logan (C)	Employed (full-time)	M	32626
Logan (C)	Employed (part-time)	F	21087
Logan (C)	Employed (part-time)	M	9562
Longreach (R)		F	24
Longreach (R)		M	21
Longreach (R)	Employed (away from work)	F	68
Longreach (R)	Employed (away from work)	M	37
Longreach (R)	Employed (full-time)	F	623
Longreach (R)	Employed (full-time)	M	717
Longreach (R)	Employed (part-time)	F	299
Longreach (R)	Employed (part-time)	M	126
Mackay (R)		F	399
Mackay (R)		M	507
Mackay (R)	Employed (away from work)	F	976
Mackay (R)	Employed (away from work)	M	667
Mackay (R)	Employed (full-time)	F	10971
Mackay (R)	Employed (full-time)	M	17933
Mackay (R)	Employed (part-time)	F	10709
Mackay (R)	Employed (part-time)	M	3544
McKinlay (S)		F	12
McKinlay (S)		M	20
McKinlay (S)	Employed (away from work)	F	12
McKinlay (S)	Employed (away from work)	M	63
McKinlay (S)	Employed (full-time)	F	227
McKinlay (S)	Employed (full-time)	M	814
McKinlay (S)	Employed (part-time)	F	47
McKinlay (S)	Employed (part-time)	M	30
Mapoon (S)	Employed (full-time)	F	31
Mapoon (S)	Employed (full-time)	M	34
Mapoon (S)	Employed (part-time)	F	3
Mapoon (S)	Employed (part-time)	M	10
Maranoa (R)		F	57
Maranoa (R)		M	90
Maranoa (R)	Employed (away from work)	F	135
Maranoa (R)	Employed (away from work)	M	230
Maranoa (R)	Employed (full-time)	F	1825
Maranoa (R)	Employed (full-time)	M	3183
Maranoa (R)	Employed (part-time)	F	1060
Maranoa (R)	Employed (part-time)	M	459
Mareeba (S)		F	81
Mareeba (S)		M	100
Mareeba (S)	Employed (away from work)	F	152
Mareeba (S)	Employed (away from work)	M	113
Mareeba (S)	Employed (full-time)	F	1697
Mareeba (S)	Employed (full-time)	M	2776
Mareeba (S)	Employed (part-time)	F	1675
Mareeba (S)	Employed (part-time)	M	771
Moreton Bay (R)		F	967
Moreton Bay (R)		M	1108
Moreton Bay (R)	Employed (away from work)	F	2249
Moreton Bay (R)	Employed (away from work)	M	1294
Moreton Bay (R)	Employed (full-time)	F	25056
Moreton Bay (R)	Employed (full-time)	M	37802
Moreton Bay (R)	Employed (part-time)	F	31394
Moreton Bay (R)	Employed (part-time)	M	13126
Mornington (S)		F	11
Mornington (S)		M	15
Mornington (S)	Employed (away from work)	F	4
Mornington (S)	Employed (away from work)	M	3
Mornington (S)	Employed (full-time)	F	111
Mornington (S)	Employed (full-time)	M	132
Mornington (S)	Employed (part-time)	F	48
Mornington (S)	Employed (part-time)	M	24
Mount Isa (C)		F	77
Mount Isa (C)		M	116
Mount Isa (C)	Employed (away from work)	F	195
Mount Isa (C)	Employed (away from work)	M	225
Mount Isa (C)	Employed (full-time)	F	2534
Mount Isa (C)	Employed (full-time)	M	4339
Mount Isa (C)	Employed (part-time)	F	1284
Mount Isa (C)	Employed (part-time)	M	456
Murweh (S)		F	30
Murweh (S)		M	24
Murweh (S)	Employed (away from work)	F	46
Murweh (S)	Employed (away from work)	M	29
Murweh (S)	Employed (full-time)	F	575
Murweh (S)	Employed (full-time)	M	794
Murweh (S)	Employed (part-time)	F	363
Murweh (S)	Employed (part-time)	M	132
Napranum (S)		F	7
Napranum (S)	Employed (away from work)	F	6
Napranum (S)	Employed (full-time)	F	61
Napranum (S)	Employed (full-time)	M	107
Napranum (S)	Employed (part-time)	F	33
Napranum (S)	Employed (part-time)	M	18
Noosa (S)		F	164
Noosa (S)		M	163
Noosa (S)	Employed (away from work)	F	359
Noosa (S)	Employed (away from work)	M	253
Noosa (S)	Employed (full-time)	F	4258
Noosa (S)	Employed (full-time)	M	5922
Noosa (S)	Employed (part-time)	F	6138
Noosa (S)	Employed (part-time)	M	2877
North Burnett (R)		F	49
North Burnett (R)		M	81
North Burnett (R)	Employed (away from work)	F	86
North Burnett (R)	Employed (away from work)	M	67
North Burnett (R)	Employed (full-time)	F	977
North Burnett (R)	Employed (full-time)	M	1808
North Burnett (R)	Employed (part-time)	F	919
North Burnett (R)	Employed (part-time)	M	397
Northern Peninsula Area (R)		F	11
Northern Peninsula Area (R)		M	14
Northern Peninsula Area (R)	Employed (away from work)	F	20
Northern Peninsula Area (R)	Employed (away from work)	M	11
Northern Peninsula Area (R)	Employed (full-time)	F	284
Northern Peninsula Area (R)	Employed (full-time)	M	288
Northern Peninsula Area (R)	Employed (part-time)	F	127
Northern Peninsula Area (R)	Employed (part-time)	M	74
Palm Island (S)		F	3
Palm Island (S)		M	7
Palm Island (S)	Employed (away from work)	F	14
Palm Island (S)	Employed (away from work)	M	5
Palm Island (S)	Employed (full-time)	F	165
Palm Island (S)	Employed (full-time)	M	177
Palm Island (S)	Employed (part-time)	F	112
Palm Island (S)	Employed (part-time)	M	105
Paroo (S)		F	11
Paroo (S)		M	10
Paroo (S)	Employed (away from work)	F	15
Paroo (S)	Employed (away from work)	M	14
Paroo (S)	Employed (full-time)	F	203
Paroo (S)	Employed (full-time)	M	314
Paroo (S)	Employed (part-time)	F	116
Paroo (S)	Employed (part-time)	M	52
Pormpuraaw (S)		M	4
Pormpuraaw (S)	Employed (full-time)	F	44
Pormpuraaw (S)	Employed (full-time)	M	68
Pormpuraaw (S)	Employed (part-time)	F	44
Pormpuraaw (S)	Employed (part-time)	M	44
Quilpie (S)		F	4
Quilpie (S)		M	6
Quilpie (S)	Employed (away from work)	F	11
Quilpie (S)	Employed (away from work)	M	12
Quilpie (S)	Employed (full-time)	F	138
Quilpie (S)	Employed (full-time)	M	217
Quilpie (S)	Employed (part-time)	F	62
Quilpie (S)	Employed (part-time)	M	21
Redland (C)		F	319
Redland (C)		M	336
Redland (C)	Employed (away from work)	F	833
Redland (C)	Employed (away from work)	M	431
Redland (C)	Employed (full-time)	F	9171
Redland (C)	Employed (full-time)	M	12532
Redland (C)	Employed (part-time)	F	11946
Redland (C)	Employed (part-time)	M	4993
Richmond (S)		F	4
Richmond (S)		M	12
Richmond (S)	Employed (away from work)	F	4
Richmond (S)	Employed (away from work)	M	7
Richmond (S)	Employed (full-time)	F	150
Richmond (S)	Employed (full-time)	M	335
Richmond (S)	Employed (part-time)	F	138
Richmond (S)	Employed (part-time)	M	82
Rockhampton (R)		F	259
Rockhampton (R)		M	313
Rockhampton (R)	Employed (away from work)	F	893
Rockhampton (R)	Employed (away from work)	M	542
Rockhampton (R)	Employed (full-time)	F	9498
Rockhampton (R)	Employed (full-time)	M	13489
Rockhampton (R)	Employed (part-time)	F	8340
Rockhampton (R)	Employed (part-time)	M	3253
Scenic Rim (R)		F	140
Scenic Rim (R)		M	130
Scenic Rim (R)	Employed (away from work)	F	225
Scenic Rim (R)	Employed (away from work)	M	153
Scenic Rim (R)	Employed (full-time)	F	2599
Scenic Rim (R)	Employed (full-time)	M	4278
Scenic Rim (R)	Employed (part-time)	F	3454
Scenic Rim (R)	Employed (part-time)	M	1391
Somerset (R)		F	60
Somerset (R)		M	101
Somerset (R)	Employed (away from work)	F	103
Somerset (R)	Employed (away from work)	M	88
Somerset (R)	Employed (full-time)	F	1290
Somerset (R)	Employed (full-time)	M	2312
Somerset (R)	Employed (part-time)	F	1458
Somerset (R)	Employed (part-time)	M	687
South Burnett (R)		F	111
South Burnett (R)		M	150
South Burnett (R)	Employed (away from work)	F	225
South Burnett (R)	Employed (away from work)	M	180
South Burnett (R)	Employed (full-time)	F	2412
South Burnett (R)	Employed (full-time)	M	4076
South Burnett (R)	Employed (part-time)	F	2686
South Burnett (R)	Employed (part-time)	M	1222
Southern Downs (R)		F	139
Southern Downs (R)		M	174
Southern Downs (R)	Employed (away from work)	F	300
Southern Downs (R)	Employed (away from work)	M	203
Southern Downs (R)	Employed (full-time)	F	2781
Southern Downs (R)	Employed (full-time)	M	4925
Southern Downs (R)	Employed (part-time)	F	3283
Southern Downs (R)	Employed (part-time)	M	1503
Sunshine Coast (R)		F	849
Sunshine Coast (R)		M	994
Sunshine Coast (R)	Employed (away from work)	F	2152
Sunshine Coast (R)	Employed (away from work)	M	1234
Sunshine Coast (R)	Employed (full-time)	F	24530
Sunshine Coast (R)	Employed (full-time)	M	36569
Sunshine Coast (R)	Employed (part-time)	F	31446
Sunshine Coast (R)	Employed (part-time)	M	13074
Tablelands (R)		F	91
Tablelands (R)		M	113
Tablelands (R)	Employed (away from work)	F	211
Tablelands (R)	Employed (away from work)	M	138
Tablelands (R)	Employed (full-time)	F	1914
Tablelands (R)	Employed (full-time)	M	2787
Tablelands (R)	Employed (part-time)	F	2293
Tablelands (R)	Employed (part-time)	M	1031
Toowoomba (R)		F	486
Toowoomba (R)		M	671
Toowoomba (R)	Employed (away from work)	F	1506
Toowoomba (R)	Employed (away from work)	M	988
Toowoomba (R)	Employed (full-time)	F	16376
Toowoomba (R)	Employed (full-time)	M	26854
Toowoomba (R)	Employed (part-time)	F	16024
Toowoomba (R)	Employed (part-time)	M	6441
Torres (S)		F	42
Torres (S)		M	40
Torres (S)	Employed (away from work)	F	33
Torres (S)	Employed (away from work)	M	37
Torres (S)	Employed (full-time)	F	516
Torres (S)	Employed (full-time)	M	531
Torres (S)	Employed (part-time)	F	191
Torres (S)	Employed (part-time)	M	121
Torres Strait Island (R)		F	17
Torres Strait Island (R)		M	28
Torres Strait Island (R)	Employed (away from work)	F	14
Torres Strait Island (R)	Employed (away from work)	M	23
Torres Strait Island (R)	Employed (full-time)	F	223
Torres Strait Island (R)	Employed (full-time)	M	348
Torres Strait Island (R)	Employed (part-time)	F	185
Torres Strait Island (R)	Employed (part-time)	M	167
Townsville (C)		F	568
Townsville (C)		M	775
Townsville (C)	Employed (away from work)	F	1906
Townsville (C)	Employed (away from work)	M	1198
Townsville (C)	Employed (full-time)	F	21544
Townsville (C)	Employed (full-time)	M	30593
Townsville (C)	Employed (part-time)	F	17429
Townsville (C)	Employed (part-time)	M	7714
Weipa (T)		F	14
Weipa (T)		M	9
Weipa (T)	Employed (away from work)	F	29
Weipa (T)	Employed (away from work)	M	25
Weipa (T)	Employed (full-time)	F	373
Weipa (T)	Employed (full-time)	M	419
Weipa (T)	Employed (part-time)	F	209
Weipa (T)	Employed (part-time)	M	72
Western Downs (R)		F	142
Western Downs (R)		M	210
Western Downs (R)	Employed (away from work)	F	300
Western Downs (R)	Employed (away from work)	M	377
Western Downs (R)	Employed (full-time)	F	3253
Western Downs (R)	Employed (full-time)	M	7758
Western Downs (R)	Employed (part-time)	F	2967
Western Downs (R)	Employed (part-time)	M	1240
Whitsunday (R)		F	141
Whitsunday (R)		M	175
Whitsunday (R)	Employed (away from work)	F	275
Whitsunday (R)	Employed (away from work)	M	258
Whitsunday (R)	Employed (full-time)	F	3877
Whitsunday (R)	Employed (full-time)	M	6116
Whitsunday (R)	Employed (part-time)	F	2931
Whitsunday (R)	Employed (part-time)	M	1328
Winton (S)		F	7
Winton (S)		M	9
Winton (S)	Employed (away from work)	F	20
Winton (S)	Employed (away from work)	M	12
Winton (S)	Employed (full-time)	F	186
Winton (S)	Employed (full-time)	M	245
Winton (S)	Employed (part-time)	F	70
Winton (S)	Employed (part-time)	M	40
Woorabinda (S)		F	6
Woorabinda (S)		M	8
Woorabinda (S)	Employed (away from work)	F	4
Woorabinda (S)	Employed (away from work)	M	7
Woorabinda (S)	Employed (full-time)	F	86
Woorabinda (S)	Employed (full-time)	M	78
Woorabinda (S)	Employed (part-time)	F	46
Woorabinda (S)	Employed (part-time)	M	29
Wujal Wujal (S)		F	3
Wujal Wujal (S)		M	3
Wujal Wujal (S)	Employed (away from work)	M	5
Wujal Wujal (S)	Employed (full-time)	F	30
Wujal Wujal (S)	Employed (full-time)	M	28
Wujal Wujal (S)	Employed (part-time)	F	18
Wujal Wujal (S)	Employed (part-time)	M	17
Yarrabah (S)		F	14
Yarrabah (S)		M	17
Yarrabah (S)	Employed (away from work)	F	14
Yarrabah (S)	Employed (away from work)	M	6
Yarrabah (S)	Employed (full-time)	F	147
Yarrabah (S)	Employed (full-time)	M	140
Yarrabah (S)	Employed (part-time)	F	71
Yarrabah (S)	Employed (part-time)	M	43
No usual address (Qld)		F	760
No usual address (Qld)		M	1643
No usual address (Qld)	Employed (away from work)	F	1648
No usual address (Qld)	Employed (away from work)	M	3137
No usual address (Qld)	Employed (full-time)	F	6982
No usual address (Qld)	Employed (full-time)	M	50886
No usual address (Qld)	Employed (part-time)	F	14638
No usual address (Qld)	Employed (part-time)	M	19143
Migratory - Offshore - Shipping (Qld)		M	11
Migratory - Offshore - Shipping (Qld)	Employed (away from work)	M	25
Migratory - Offshore - Shipping (Qld)	Employed (full-time)	F	18
Migratory - Offshore - Shipping (Qld)	Employed (full-time)	M	137
Migratory - Offshore - Shipping (Qld)	Employed (part-time)	M	15
Adelaide (C)		F	777
Adelaide (C)		M	759
Adelaide (C)	Employed (away from work)	F	3433
Adelaide (C)	Employed (away from work)	M	1353
Adelaide (C)	Employed (full-time)	F	35383
Adelaide (C)	Employed (full-time)	M	40662
Adelaide (C)	Employed (part-time)	F	25389
Adelaide (C)	Employed (part-time)	M	9853
Adelaide Hills (DC)		F	73
Adelaide Hills (DC)		M	78
Adelaide Hills (DC)	Employed (away from work)	F	190
Adelaide Hills (DC)	Employed (away from work)	M	159
Adelaide Hills (DC)	Employed (full-time)	F	1530
Adelaide Hills (DC)	Employed (full-time)	M	3327
Adelaide Hills (DC)	Employed (part-time)	F	2935
Adelaide Hills (DC)	Employed (part-time)	M	1534
Alexandrina (DC)		F	55
Alexandrina (DC)		M	64
Alexandrina (DC)	Employed (away from work)	F	143
Alexandrina (DC)	Employed (away from work)	M	87
Alexandrina (DC)	Employed (full-time)	F	1063
Alexandrina (DC)	Employed (full-time)	M	2125
Alexandrina (DC)	Employed (part-time)	F	1996
Alexandrina (DC)	Employed (part-time)	M	1012
Anangu Pitjantjatjara (AC)		F	11
Anangu Pitjantjatjara (AC)		M	15
Anangu Pitjantjatjara (AC)	Employed (away from work)	F	13
Anangu Pitjantjatjara (AC)	Employed (away from work)	M	9
Anangu Pitjantjatjara (AC)	Employed (full-time)	F	196
Anangu Pitjantjatjara (AC)	Employed (full-time)	M	190
Anangu Pitjantjatjara (AC)	Employed (part-time)	F	114
Anangu Pitjantjatjara (AC)	Employed (part-time)	M	69
Barossa (DC)		F	65
Barossa (DC)		M	79
Barossa (DC)	Employed (away from work)	F	215
Barossa (DC)	Employed (away from work)	M	160
Barossa (DC)	Employed (full-time)	F	1972
Barossa (DC)	Employed (full-time)	M	3862
Barossa (DC)	Employed (part-time)	F	2683
Barossa (DC)	Employed (part-time)	M	1058
Barunga West (DC)		F	4
Barunga West (DC)		M	4
Barunga West (DC)	Employed (away from work)	F	22
Barunga West (DC)	Employed (away from work)	M	19
Barunga West (DC)	Employed (full-time)	F	97
Barunga West (DC)	Employed (full-time)	M	306
Barunga West (DC)	Employed (part-time)	F	200
Barunga West (DC)	Employed (part-time)	M	70
Berri and Barmera (DC)		F	24
Berri and Barmera (DC)		M	50
Berri and Barmera (DC)	Employed (away from work)	F	114
Berri and Barmera (DC)	Employed (away from work)	M	81
Berri and Barmera (DC)	Employed (full-time)	F	1065
Berri and Barmera (DC)	Employed (full-time)	M	1603
Berri and Barmera (DC)	Employed (part-time)	F	1181
Berri and Barmera (DC)	Employed (part-time)	M	408
Burnside (C)		F	113
Burnside (C)		M	125
Burnside (C)	Employed (away from work)	F	425
Burnside (C)	Employed (away from work)	M	181
Burnside (C)	Employed (full-time)	F	4230
Burnside (C)	Employed (full-time)	M	4842
Burnside (C)	Employed (part-time)	F	4926
Burnside (C)	Employed (part-time)	M	1920
Campbelltown (C) (SA)		F	68
Campbelltown (C) (SA)		M	80
Campbelltown (C) (SA)	Employed (away from work)	F	197
Campbelltown (C) (SA)	Employed (away from work)	M	107
Campbelltown (C) (SA)	Employed (full-time)	F	1805
Campbelltown (C) (SA)	Employed (full-time)	M	2816
Campbelltown (C) (SA)	Employed (part-time)	F	3069
Campbelltown (C) (SA)	Employed (part-time)	M	1347
Ceduna (DC)		F	19
Ceduna (DC)		M	27
Ceduna (DC)	Employed (away from work)	F	54
Ceduna (DC)	Employed (away from work)	M	29
Ceduna (DC)	Employed (full-time)	F	384
Ceduna (DC)	Employed (full-time)	M	576
Ceduna (DC)	Employed (part-time)	F	334
Ceduna (DC)	Employed (part-time)	M	147
Charles Sturt (C)		F	246
Charles Sturt (C)		M	347
Charles Sturt (C)	Employed (away from work)	F	776
Charles Sturt (C)	Employed (away from work)	M	551
Charles Sturt (C)	Employed (full-time)	F	7949
Charles Sturt (C)	Employed (full-time)	M	14930
Charles Sturt (C)	Employed (part-time)	F	9950
Charles Sturt (C)	Employed (part-time)	M	5139
Clare and Gilbert Valleys (DC)		F	34
Clare and Gilbert Valleys (DC)		M	44
Clare and Gilbert Valleys (DC)	Employed (away from work)	F	103
Clare and Gilbert Valleys (DC)	Employed (away from work)	M	79
Clare and Gilbert Valleys (DC)	Employed (full-time)	F	768
Clare and Gilbert Valleys (DC)	Employed (full-time)	M	1476
Clare and Gilbert Valleys (DC)	Employed (part-time)	F	1160
Clare and Gilbert Valleys (DC)	Employed (part-time)	M	451
Cleve (DC)		F	11
Cleve (DC)		M	15
Cleve (DC)	Employed (away from work)	F	21
Cleve (DC)	Employed (away from work)	M	13
Cleve (DC)	Employed (full-time)	F	130
Cleve (DC)	Employed (full-time)	M	372
Cleve (DC)	Employed (part-time)	F	204
Cleve (DC)	Employed (part-time)	M	61
Coober Pedy (DC)		F	10
Coober Pedy (DC)		M	17
Coober Pedy (DC)	Employed (away from work)	F	17
Coober Pedy (DC)	Employed (away from work)	M	23
Coober Pedy (DC)	Employed (full-time)	F	193
Coober Pedy (DC)	Employed (full-time)	M	244
Coober Pedy (DC)	Employed (part-time)	F	99
Coober Pedy (DC)	Employed (part-time)	M	74
Copper Coast (DC)		F	39
Copper Coast (DC)		M	61
Copper Coast (DC)	Employed (away from work)	F	120
Copper Coast (DC)	Employed (away from work)	M	89
Copper Coast (DC)	Employed (full-time)	F	854
Copper Coast (DC)	Employed (full-time)	M	1306
Copper Coast (DC)	Employed (part-time)	F	1308
Copper Coast (DC)	Employed (part-time)	M	599
Elliston (DC)		M	4
Elliston (DC)	Employed (away from work)	F	12
Elliston (DC)	Employed (away from work)	M	15
Elliston (DC)	Employed (full-time)	F	97
Elliston (DC)	Employed (full-time)	M	188
Elliston (DC)	Employed (part-time)	F	102
Elliston (DC)	Employed (part-time)	M	49
Flinders Ranges (DC)		F	4
Flinders Ranges (DC)		M	3
Flinders Ranges (DC)	Employed (away from work)	F	8
Flinders Ranges (DC)	Employed (away from work)	M	10
Flinders Ranges (DC)	Employed (full-time)	F	126
Flinders Ranges (DC)	Employed (full-time)	M	169
Flinders Ranges (DC)	Employed (part-time)	F	131
Flinders Ranges (DC)	Employed (part-time)	M	53
Franklin Harbour (DC)		F	4
Franklin Harbour (DC)	Employed (away from work)	F	16
Franklin Harbour (DC)	Employed (away from work)	M	16
Franklin Harbour (DC)	Employed (full-time)	F	68
Franklin Harbour (DC)	Employed (full-time)	M	163
Franklin Harbour (DC)	Employed (part-time)	F	127
Franklin Harbour (DC)	Employed (part-time)	M	50
Gawler (T)		F	46
Gawler (T)		M	47
Gawler (T)	Employed (away from work)	F	157
Gawler (T)	Employed (away from work)	M	70
Gawler (T)	Employed (full-time)	F	1417
Gawler (T)	Employed (full-time)	M	1588
Gawler (T)	Employed (part-time)	F	2324
Gawler (T)	Employed (part-time)	M	834
Goyder (DC)		F	21
Goyder (DC)		M	20
Goyder (DC)	Employed (away from work)	F	23
Goyder (DC)	Employed (away from work)	M	23
Goyder (DC)	Employed (full-time)	F	200
Goyder (DC)	Employed (full-time)	M	576
Goyder (DC)	Employed (part-time)	F	324
Goyder (DC)	Employed (part-time)	M	147
Grant (DC)		F	14
Grant (DC)		M	32
Grant (DC)	Employed (away from work)	F	32
Grant (DC)	Employed (away from work)	M	56
Grant (DC)	Employed (full-time)	F	315
Grant (DC)	Employed (full-time)	M	1135
Grant (DC)	Employed (part-time)	F	400
Grant (DC)	Employed (part-time)	M	263
Holdfast Bay (C)		F	86
Holdfast Bay (C)		M	78
Holdfast Bay (C)	Employed (away from work)	F	262
Holdfast Bay (C)	Employed (away from work)	M	150
Holdfast Bay (C)	Employed (full-time)	F	2433
Holdfast Bay (C)	Employed (full-time)	M	3227
Holdfast Bay (C)	Employed (part-time)	F	4191
Holdfast Bay (C)	Employed (part-time)	M	1922
Kangaroo Island (DC)		F	18
Kangaroo Island (DC)		M	24
Kangaroo Island (DC)	Employed (away from work)	F	60
Kangaroo Island (DC)	Employed (away from work)	M	40
Kangaroo Island (DC)	Employed (full-time)	F	374
Kangaroo Island (DC)	Employed (full-time)	M	646
Kangaroo Island (DC)	Employed (part-time)	F	585
Kangaroo Island (DC)	Employed (part-time)	M	310
Karoonda East Murray (DC)		M	3
Karoonda East Murray (DC)	Employed (away from work)	F	3
Karoonda East Murray (DC)	Employed (full-time)	F	91
Karoonda East Murray (DC)	Employed (full-time)	M	236
Karoonda East Murray (DC)	Employed (part-time)	F	99
Karoonda East Murray (DC)	Employed (part-time)	M	32
Kimba (DC)		F	3
Kimba (DC)		M	8
Kimba (DC)	Employed (away from work)	F	14
Kimba (DC)	Employed (away from work)	M	19
Kimba (DC)	Employed (full-time)	F	95
Kimba (DC)	Employed (full-time)	M	243
Kimba (DC)	Employed (part-time)	F	124
Kimba (DC)	Employed (part-time)	M	32
Kingston (DC) (SA)		F	6
Kingston (DC) (SA)		M	9
Kingston (DC) (SA)	Employed (away from work)	F	34
Kingston (DC) (SA)	Employed (away from work)	M	24
Kingston (DC) (SA)	Employed (full-time)	F	144
Kingston (DC) (SA)	Employed (full-time)	M	335
Kingston (DC) (SA)	Employed (part-time)	F	258
Kingston (DC) (SA)	Employed (part-time)	M	102
Light (RegC)		F	39
Light (RegC)		M	50
Light (RegC)	Employed (away from work)	F	90
Light (RegC)	Employed (away from work)	M	85
Light (RegC)	Employed (full-time)	F	840
Light (RegC)	Employed (full-time)	M	2208
Light (RegC)	Employed (part-time)	F	1044
Light (RegC)	Employed (part-time)	M	476
Lower Eyre Peninsula (DC)		F	17
Lower Eyre Peninsula (DC)		M	22
Lower Eyre Peninsula (DC)	Employed (away from work)	F	34
Lower Eyre Peninsula (DC)	Employed (away from work)	M	34
Lower Eyre Peninsula (DC)	Employed (full-time)	F	204
Lower Eyre Peninsula (DC)	Employed (full-time)	M	698
Lower Eyre Peninsula (DC)	Employed (part-time)	F	340
Lower Eyre Peninsula (DC)	Employed (part-time)	M	147
Loxton Waikerie (DC)		F	32
Loxton Waikerie (DC)		M	46
Loxton Waikerie (DC)	Employed (away from work)	F	103
Loxton Waikerie (DC)	Employed (away from work)	M	68
Loxton Waikerie (DC)	Employed (full-time)	F	814
Loxton Waikerie (DC)	Employed (full-time)	M	1819
Loxton Waikerie (DC)	Employed (part-time)	F	1123
Loxton Waikerie (DC)	Employed (part-time)	M	480
Mallala (DC)		F	24
Mallala (DC)		M	35
Mallala (DC)	Employed (away from work)	F	23
Mallala (DC)	Employed (away from work)	M	28
Mallala (DC)	Employed (full-time)	F	286
Mallala (DC)	Employed (full-time)	M	861
Mallala (DC)	Employed (part-time)	F	394
Mallala (DC)	Employed (part-time)	M	313
Maralinga Tjarutja (AC)	Employed (full-time)	F	6
Marion (C)		F	130
Marion (C)		M	159
Marion (C)	Employed (away from work)	F	542
Marion (C)	Employed (away from work)	M	293
Marion (C)	Employed (full-time)	F	4243
Marion (C)	Employed (full-time)	M	7085
Marion (C)	Employed (part-time)	F	6208
Marion (C)	Employed (part-time)	M	3033
Mid Murray (DC)		F	17
Mid Murray (DC)		M	37
Mid Murray (DC)	Employed (away from work)	F	38
Mid Murray (DC)	Employed (away from work)	M	41
Mid Murray (DC)	Employed (full-time)	F	367
Mid Murray (DC)	Employed (full-time)	M	918
Mid Murray (DC)	Employed (part-time)	F	631
Mid Murray (DC)	Employed (part-time)	M	302
Mitcham (C)		F	170
Mitcham (C)		M	163
Mitcham (C)	Employed (away from work)	F	888
Mitcham (C)	Employed (away from work)	M	304
Mitcham (C)	Employed (full-time)	F	6494
Mitcham (C)	Employed (full-time)	M	7647
Mitcham (C)	Employed (part-time)	F	8420
Mitcham (C)	Employed (part-time)	M	3389
Mount Barker (DC)		F	82
Mount Barker (DC)		M	110
Mount Barker (DC)	Employed (away from work)	F	255
Mount Barker (DC)	Employed (away from work)	M	157
Mount Barker (DC)	Employed (full-time)	F	1912
Mount Barker (DC)	Employed (full-time)	M	3224
Mount Barker (DC)	Employed (part-time)	F	3327
Mount Barker (DC)	Employed (part-time)	M	1421
Mount Gambier (C)		F	78
Mount Gambier (C)		M	109
Mount Gambier (C)	Employed (away from work)	F	323
Mount Gambier (C)	Employed (away from work)	M	167
Mount Gambier (C)	Employed (full-time)	F	2734
Mount Gambier (C)	Employed (full-time)	M	4515
Mount Gambier (C)	Employed (part-time)	F	3556
Mount Gambier (C)	Employed (part-time)	M	1156
Mount Remarkable (DC)		F	11
Mount Remarkable (DC)		M	9
Mount Remarkable (DC)	Employed (away from work)	F	18
Mount Remarkable (DC)	Employed (away from work)	M	9
Mount Remarkable (DC)	Employed (full-time)	F	165
Mount Remarkable (DC)	Employed (full-time)	M	365
Mount Remarkable (DC)	Employed (part-time)	F	170
Mount Remarkable (DC)	Employed (part-time)	M	93
Murray Bridge (RC)		F	79
Murray Bridge (RC)		M	83
Murray Bridge (RC)	Employed (away from work)	F	189
Murray Bridge (RC)	Employed (away from work)	M	149
Murray Bridge (RC)	Employed (full-time)	F	1954
Murray Bridge (RC)	Employed (full-time)	M	3509
Murray Bridge (RC)	Employed (part-time)	F	2051
Murray Bridge (RC)	Employed (part-time)	M	983
Naracoorte and Lucindale (DC)		F	34
Naracoorte and Lucindale (DC)		M	55
Naracoorte and Lucindale (DC)	Employed (away from work)	F	92
Naracoorte and Lucindale (DC)	Employed (away from work)	M	98
Naracoorte and Lucindale (DC)	Employed (full-time)	F	712
Naracoorte and Lucindale (DC)	Employed (full-time)	M	1680
Naracoorte and Lucindale (DC)	Employed (part-time)	F	997
Naracoorte and Lucindale (DC)	Employed (part-time)	M	392
Northern Areas (DC)		F	16
Northern Areas (DC)		M	19
Northern Areas (DC)	Employed (away from work)	F	47
Northern Areas (DC)	Employed (away from work)	M	29
Northern Areas (DC)	Employed (full-time)	F	283
Northern Areas (DC)	Employed (full-time)	M	722
Northern Areas (DC)	Employed (part-time)	F	446
Northern Areas (DC)	Employed (part-time)	M	172
Norwood Payneham St Peters (C)		F	142
Norwood Payneham St Peters (C)		M	182
Norwood Payneham St Peters (C)	Employed (away from work)	F	423
Norwood Payneham St Peters (C)	Employed (away from work)	M	230
Norwood Payneham St Peters (C)	Employed (full-time)	F	5246
Norwood Payneham St Peters (C)	Employed (full-time)	M	7673
Norwood Payneham St Peters (C)	Employed (part-time)	F	6321
Norwood Payneham St Peters (C)	Employed (part-time)	M	2837
Onkaparinga (C)		F	294
Onkaparinga (C)		M	307
Onkaparinga (C)	Employed (away from work)	F	870
Onkaparinga (C)	Employed (away from work)	M	525
Onkaparinga (C)	Employed (full-time)	F	6949
Onkaparinga (C)	Employed (full-time)	M	12084
Onkaparinga (C)	Employed (part-time)	F	11483
Onkaparinga (C)	Employed (part-time)	M	5215
Orroroo/Carrieton (DC)		F	3
