LGA_NAME16	Age	workers
Liverpool (C)	30-34	7938
Liverpool (C)	35-39	7453
Liverpool (C)	40-44	7985
Liverpool (C)	45-49	7522
Liverpool (C)	50-54	6907
Liverpool (C)	55-59	6013
Liverpool (C)	60-64	3636
Liverpool (C)	65-69	1499
Liverpool (C)	70-74	423
Liverpool (C)	75+	206
Liverpool Plains (A)	15-19	95
Liverpool Plains (A)	20-24	144
Liverpool Plains (A)	25-29	202
Liverpool Plains (A)	30-34	236
Liverpool Plains (A)	35-39	225
Liverpool Plains (A)	40-44	270
Liverpool Plains (A)	45-49	311
Liverpool Plains (A)	50-54	335
Liverpool Plains (A)	55-59	306
Liverpool Plains (A)	60-64	264
Liverpool Plains (A)	65-69	140
Liverpool Plains (A)	70-74	76
Liverpool Plains (A)	75+	63
Lockhart (A)	15-19	28
Lockhart (A)	20-24	49
Lockhart (A)	25-29	58
Lockhart (A)	30-34	72
Lockhart (A)	35-39	62
Lockhart (A)	40-44	94
Lockhart (A)	45-49	96
Lockhart (A)	50-54	117
Lockhart (A)	55-59	113
Lockhart (A)	60-64	81
Lockhart (A)	65-69	60
Lockhart (A)	70-74	31
Lockhart (A)	75+	22
Maitland (C)	15-19	1999
Maitland (C)	20-24	2705
Maitland (C)	25-29	2893
Maitland (C)	30-34	2807
Maitland (C)	35-39	2741
Maitland (C)	40-44	2977
Maitland (C)	45-49	2987
Maitland (C)	50-54	2764
Maitland (C)	55-59	2470
Maitland (C)	60-64	1478
Maitland (C)	65-69	624
Maitland (C)	70-74	209
Maitland (C)	75+	112
Mid-Coast (A)	15-19	1716
Mid-Coast (A)	20-24	1886
Mid-Coast (A)	25-29	1904
Mid-Coast (A)	30-34	2007
Mid-Coast (A)	35-39	2123
Mid-Coast (A)	40-44	2742
Mid-Coast (A)	45-49	3151
Mid-Coast (A)	50-54	3448
Mid-Coast (A)	55-59	3461
Mid-Coast (A)	60-64	2517
Mid-Coast (A)	65-69	1171
Mid-Coast (A)	70-74	478
Mid-Coast (A)	75+	291
Mid-Western Regional (A)	15-19	507
Mid-Western Regional (A)	20-24	672
Mid-Western Regional (A)	25-29	819
Mid-Western Regional (A)	30-34	985
Mid-Western Regional (A)	35-39	918
Mid-Western Regional (A)	40-44	1027
Mid-Western Regional (A)	45-49	1159
Mid-Western Regional (A)	50-54	1135
Mid-Western Regional (A)	55-59	1010
Mid-Western Regional (A)	60-64	630
Mid-Western Regional (A)	65-69	338
Mid-Western Regional (A)	70-74	185
Mid-Western Regional (A)	75+	133
Moree Plains (A)	15-19	247
Moree Plains (A)	20-24	460
Moree Plains (A)	25-29	557
Moree Plains (A)	30-34	536
Moree Plains (A)	35-39	534
Moree Plains (A)	40-44	579
Moree Plains (A)	45-49	621
Moree Plains (A)	50-54	630
Moree Plains (A)	55-59	591
Moree Plains (A)	60-64	429
Moree Plains (A)	65-69	243
Moree Plains (A)	70-74	111
Moree Plains (A)	75+	81
Mosman (A)	15-19	368
Mosman (A)	20-24	923
Mosman (A)	25-29	985
Mosman (A)	30-34	958
Mosman (A)	35-39	851
Mosman (A)	40-44	846
Mosman (A)	45-49	844
Mosman (A)	50-54	898
Mosman (A)	55-59	736
Mosman (A)	60-64	574
Mosman (A)	65-69	416
Mosman (A)	70-74	192
Mosman (A)	75+	142
Murray River (A)	15-19	253
Murray River (A)	20-24	339
Murray River (A)	25-29	316
Murray River (A)	30-34	346
Murray River (A)	35-39	313
Murray River (A)	40-44	400
Murray River (A)	45-49	519
Murray River (A)	50-54	501
Murray River (A)	55-59	561
Murray River (A)	60-64	402
Murray River (A)	65-69	184
Murray River (A)	70-74	109
Murray River (A)	75+	91
Murrumbidgee (A)	15-19	73
Murrumbidgee (A)	20-24	101
Murrumbidgee (A)	25-29	177
Murrumbidgee (A)	30-34	116
Murrumbidgee (A)	35-39	133
Murrumbidgee (A)	40-44	163
Murrumbidgee (A)	45-49	167
Murrumbidgee (A)	50-54	198
Murrumbidgee (A)	55-59	203
Murrumbidgee (A)	60-64	138
Murrumbidgee (A)	65-69	76
Murrumbidgee (A)	70-74	31
Murrumbidgee (A)	75+	29
Muswellbrook (A)	15-19	442
Muswellbrook (A)	20-24	780
Muswellbrook (A)	25-29	1050
Muswellbrook (A)	30-34	1119
Muswellbrook (A)	35-39	1079
Muswellbrook (A)	40-44	1124
Muswellbrook (A)	45-49	1120
Muswellbrook (A)	50-54	1106
Muswellbrook (A)	55-59	877
Muswellbrook (A)	60-64	494
Muswellbrook (A)	65-69	181
Muswellbrook (A)	70-74	80
Muswellbrook (A)	75+	47
Nambucca (A)	15-19	317
Nambucca (A)	20-24	412
Nambucca (A)	25-29	395
Nambucca (A)	30-34	415
Nambucca (A)	35-39	485
Nambucca (A)	40-44	563
Nambucca (A)	45-49	601
Nambucca (A)	50-54	683
Nambucca (A)	55-59	741
Nambucca (A)	60-64	518
Nambucca (A)	65-69	231
Nambucca (A)	70-74	91
Nambucca (A)	75+	73
Narrabri (A)	15-19	321
Narrabri (A)	20-24	434
Narrabri (A)	25-29	654
Narrabri (A)	30-34	671
Narrabri (A)	35-39	651
Narrabri (A)	40-44	668
Narrabri (A)	45-49	641
Narrabri (A)	50-54	737
Narrabri (A)	55-59	654
Narrabri (A)	60-64	461
Narrabri (A)	65-69	242
Narrabri (A)	70-74	97
Narrabri (A)	75+	74
Narrandera (A)	15-19	92
Narrandera (A)	20-24	154
Narrandera (A)	25-29	155
Narrandera (A)	30-34	164
Narrandera (A)	35-39	171
Narrandera (A)	40-44	216
Narrandera (A)	45-49	222
Narrandera (A)	50-54	269
Narrandera (A)	55-59	273
Narrandera (A)	60-64	169
Narrandera (A)	65-69	119
Narrandera (A)	70-74	41
Narrandera (A)	75+	46
Narromine (A)	15-19	83
Narromine (A)	20-24	153
Narromine (A)	25-29	200
Narromine (A)	30-34	208
Narromine (A)	35-39	189
Narromine (A)	40-44	225
Narromine (A)	45-49	250
Narromine (A)	50-54	255
Narromine (A)	55-59	266
Narromine (A)	60-64	206
Narromine (A)	65-69	126
Narromine (A)	70-74	58
Narromine (A)	75+	46
Newcastle (C)	15-19	4588
Newcastle (C)	20-24	9713
Newcastle (C)	25-29	10740
Newcastle (C)	30-34	10895
Newcastle (C)	35-39	10426
Newcastle (C)	40-44	11028
Newcastle (C)	45-49	11201
Newcastle (C)	50-54	10750
Newcastle (C)	55-59	9501
Newcastle (C)	60-64	5554
Newcastle (C)	65-69	1982
Newcastle (C)	70-74	605
Newcastle (C)	75+	324
North Sydney (A)	15-19	1423
North Sydney (A)	20-24	5793
North Sydney (A)	25-29	9780
North Sydney (A)	30-34	11737
North Sydney (A)	35-39	10581
North Sydney (A)	40-44	9077
North Sydney (A)	45-49	7699
North Sydney (A)	50-54	6137
North Sydney (A)	55-59	4615
North Sydney (A)	60-64	2859
North Sydney (A)	65-69	1612
North Sydney (A)	70-74	637
North Sydney (A)	75+	310
Northern Beaches (A)	15-19	5442
Northern Beaches (A)	20-24	8075
Northern Beaches (A)	25-29	8668
Northern Beaches (A)	30-34	9084
Northern Beaches (A)	35-39	8965
Northern Beaches (A)	40-44	9792
Northern Beaches (A)	45-49	9955
Northern Beaches (A)	50-54	9512
Northern Beaches (A)	55-59	7864
Northern Beaches (A)	60-64	5656
Northern Beaches (A)	65-69	3124
Northern Beaches (A)	70-74	1366
Northern Beaches (A)	75+	738
Oberon (A)	15-19	111
Oberon (A)	20-24	152
Oberon (A)	25-29	187
Oberon (A)	30-34	157
Oberon (A)	35-39	187
Oberon (A)	40-44	212
Oberon (A)	45-49	242
Oberon (A)	50-54	220
Oberon (A)	55-59	226
Oberon (A)	60-64	199
Oberon (A)	65-69	142
Oberon (A)	70-74	84
Oberon (A)	75+	31
Orange (C)	15-19	1211
Orange (C)	20-24	1668
Orange (C)	25-29	1918
Orange (C)	30-34	2072
Orange (C)	35-39	1953
Orange (C)	40-44	2136
Orange (C)	45-49	2123
Orange (C)	50-54	1976
Orange (C)	55-59	1893
Orange (C)	60-64	1178
Orange (C)	65-69	541
Orange (C)	70-74	197
Orange (C)	75+	105
Parkes (A)	15-19	356
Parkes (A)	20-24	478
Parkes (A)	25-29	469
Parkes (A)	30-34	552
Parkes (A)	35-39	496
Parkes (A)	40-44	583
Parkes (A)	45-49	611
Parkes (A)	50-54	646
Parkes (A)	55-59	598
Parkes (A)	60-64	432
Parkes (A)	65-69	211
Parkes (A)	70-74	101
Parkes (A)	75+	74
Parramatta (C)	15-19	4165
Parramatta (C)	20-24	11902
Parramatta (C)	25-29	16422
Parramatta (C)	30-34	18410
Parramatta (C)	35-39	17041
Parramatta (C)	40-44	16139
Parramatta (C)	45-49	14937
Parramatta (C)	50-54	14333
Parramatta (C)	55-59	12057
Parramatta (C)	60-64	7903
Parramatta (C)	65-69	3242
Parramatta (C)	70-74	979
Parramatta (C)	75+	413
Penrith (C)	15-19	4851
Penrith (C)	20-24	6859
Penrith (C)	25-29	7073
Penrith (C)	30-34	7476
Penrith (C)	35-39	7218
Penrith (C)	40-44	7516
Penrith (C)	45-49	7431
Penrith (C)	50-54	7036
Penrith (C)	55-59	6435
Penrith (C)	60-64	4216
Penrith (C)	65-69	1744
Penrith (C)	70-74	530
Penrith (C)	75+	224
Port Macquarie-Hastings (A)	15-19	1794
Port Macquarie-Hastings (A)	20-24	1904
Port Macquarie-Hastings (A)	25-29	2177
Port Macquarie-Hastings (A)	30-34	2285
Port Macquarie-Hastings (A)	35-39	2493
Port Macquarie-Hastings (A)	40-44	3137
Port Macquarie-Hastings (A)	45-49	3412
Port Macquarie-Hastings (A)	50-54	3427
Port Macquarie-Hastings (A)	55-59	3297
Port Macquarie-Hastings (A)	60-64	2131
Port Macquarie-Hastings (A)	65-69	897
Port Macquarie-Hastings (A)	70-74	366
Port Macquarie-Hastings (A)	75+	187
Port Stephens (A)	15-19	1673
Port Stephens (A)	20-24	2324
Port Stephens (A)	25-29	2657
Port Stephens (A)	30-34	2600
Port Stephens (A)	35-39	2530
Port Stephens (A)	40-44	2947
Port Stephens (A)	45-49	2947
Port Stephens (A)	50-54	2906
Port Stephens (A)	55-59	2517
Port Stephens (A)	60-64	1592
Port Stephens (A)	65-69	628
Port Stephens (A)	70-74	245
Port Stephens (A)	75+	138
Queanbeyan-Palerang Regional (A)	15-19	1049
Queanbeyan-Palerang Regional (A)	20-24	1357
Queanbeyan-Palerang Regional (A)	25-29	1574
Queanbeyan-Palerang Regional (A)	30-34	1510
Queanbeyan-Palerang Regional (A)	35-39	1369
Queanbeyan-Palerang Regional (A)	40-44	1585
Queanbeyan-Palerang Regional (A)	45-49	1665
Queanbeyan-Palerang Regional (A)	50-54	1512
Queanbeyan-Palerang Regional (A)	55-59	1327
Queanbeyan-Palerang Regional (A)	60-64	946
Queanbeyan-Palerang Regional (A)	65-69	481
Queanbeyan-Palerang Regional (A)	70-74	203
Queanbeyan-Palerang Regional (A)	75+	130
Randwick (C)	15-19	1303
Randwick (C)	20-24	4169
Randwick (C)	25-29	5805
Randwick (C)	30-34	5905
Randwick (C)	35-39	5395
Randwick (C)	40-44	5053
Randwick (C)	45-49	4818
Randwick (C)	50-54	4566
Randwick (C)	55-59	3962
Randwick (C)	60-64	2781
Randwick (C)	65-69	1410
Randwick (C)	70-74	570
Randwick (C)	75+	251
Richmond Valley (A)	15-19	476
Richmond Valley (A)	20-24	536
Richmond Valley (A)	25-29	517
Richmond Valley (A)	30-34	527
Richmond Valley (A)	35-39	604
Richmond Valley (A)	40-44	709
Richmond Valley (A)	45-49	787
Richmond Valley (A)	50-54	826
Richmond Valley (A)	55-59	815
Richmond Valley (A)	60-64	671
Richmond Valley (A)	65-69	274
Richmond Valley (A)	70-74	109
Richmond Valley (A)	75+	83
Rockdale (C)	15-19	1084
Rockdale (C)	20-24	2524
Rockdale (C)	25-29	3055
Rockdale (C)	30-34	3195
Rockdale (C)	35-39	2839
Rockdale (C)	40-44	2983
Rockdale (C)	45-49	2966
Rockdale (C)	50-54	2779
Rockdale (C)	55-59	2354
Rockdale (C)	60-64	1599
Rockdale (C)	65-69	777
Rockdale (C)	70-74	246
Rockdale (C)	75+	116
Ryde (C)	15-19	2717
Ryde (C)	20-24	7163
Ryde (C)	25-29	9317
Ryde (C)	30-34	11607
Ryde (C)	35-39	11374
Ryde (C)	40-44	11004
Ryde (C)	45-49	9598
Ryde (C)	50-54	8480
Ryde (C)	55-59	6583
Ryde (C)	60-64	4024
Ryde (C)	65-69	1721
Ryde (C)	70-74	538
Ryde (C)	75+	279
Shellharbour (C)	15-19	1574
Shellharbour (C)	20-24	2008
Shellharbour (C)	25-29	1640
Shellharbour (C)	30-34	1746
Shellharbour (C)	35-39	1774
Shellharbour (C)	40-44	1939
Shellharbour (C)	45-49	1964
Shellharbour (C)	50-54	1835
Shellharbour (C)	55-59	1582
Shellharbour (C)	60-64	954
Shellharbour (C)	65-69	308
Shellharbour (C)	70-74	118
Shellharbour (C)	75+	56
Shoalhaven (C)	15-19	2223
Shoalhaven (C)	20-24	2901
Shoalhaven (C)	25-29	3002
Shoalhaven (C)	30-34	3036
Shoalhaven (C)	35-39	3030
Shoalhaven (C)	40-44	3547
Shoalhaven (C)	45-49	3748
Shoalhaven (C)	50-54	4004
Shoalhaven (C)	55-59	3929
Shoalhaven (C)	60-64	2547
Shoalhaven (C)	65-69	1100
Shoalhaven (C)	70-74	391
Shoalhaven (C)	75+	204
Singleton (A)	15-19	838
Singleton (A)	20-24	1344
Singleton (A)	25-29	1697
Singleton (A)	30-34	1952
Singleton (A)	35-39	1897
Singleton (A)	40-44	1880
Singleton (A)	45-49	1753
Singleton (A)	50-54	1612
Singleton (A)	55-59	1327
Singleton (A)	60-64	728
Singleton (A)	65-69	304
Singleton (A)	70-74	119
Singleton (A)	75+	65
Snowy Monaro Regional (A)	15-19	644
Snowy Monaro Regional (A)	20-24	1150
Snowy Monaro Regional (A)	25-29	1028
Snowy Monaro Regional (A)	30-34	797
Snowy Monaro Regional (A)	35-39	714
Snowy Monaro Regional (A)	40-44	940
Snowy Monaro Regional (A)	45-49	1019
Snowy Monaro Regional (A)	50-54	1077
Snowy Monaro Regional (A)	55-59	969
Snowy Monaro Regional (A)	60-64	697
Snowy Monaro Regional (A)	65-69	376
Snowy Monaro Regional (A)	70-74	214
Snowy Monaro Regional (A)	75+	136
Snowy Valleys (A)	15-19	296
Snowy Valleys (A)	20-24	391
Snowy Valleys (A)	25-29	446
Snowy Valleys (A)	30-34	526
Snowy Valleys (A)	35-39	513
Snowy Valleys (A)	40-44	633
Snowy Valleys (A)	45-49	640
Snowy Valleys (A)	50-54	729
Snowy Valleys (A)	55-59	735
Snowy Valleys (A)	60-64	516
Snowy Valleys (A)	65-69	261
Snowy Valleys (A)	70-74	121
Snowy Valleys (A)	75+	94
Strathfield (A)	15-19	625
Strathfield (A)	20-24	1998
Strathfield (A)	25-29	2474
Strathfield (A)	30-34	2610
Strathfield (A)	35-39	2416
Strathfield (A)	40-44	2453
Strathfield (A)	45-49	2437
Strathfield (A)	50-54	2477
Strathfield (A)	55-59	2101
Strathfield (A)	60-64	1336
Strathfield (A)	65-69	565
Strathfield (A)	70-74	189
Strathfield (A)	75+	111
Sutherland Shire (A)	15-19	5431
Sutherland Shire (A)	20-24	7270
Sutherland Shire (A)	25-29	6606
Sutherland Shire (A)	30-34	6275
Sutherland Shire (A)	35-39	6384
Sutherland Shire (A)	40-44	7026
Sutherland Shire (A)	45-49	6956
Sutherland Shire (A)	50-54	6761
Sutherland Shire (A)	55-59	6238
Sutherland Shire (A)	60-64	4218
Sutherland Shire (A)	65-69	2103
Sutherland Shire (A)	70-74	801
Sutherland Shire (A)	75+	363
Sydney (C)	15-19	7892
Sydney (C)	20-24	46641
Sydney (C)	25-29	80801
Sydney (C)	30-34	85932
Sydney (C)	35-39	71606
Sydney (C)	40-44	58891
Sydney (C)	45-49	48072
Sydney (C)	50-54	38917
Sydney (C)	55-59	29372
Sydney (C)	60-64	17843
Sydney (C)	65-69	8218
Sydney (C)	70-74	2884
Sydney (C)	75+	1347
Tamworth Regional (A)	15-19	1617
Tamworth Regional (A)	20-24	2087
Tamworth Regional (A)	25-29	2543
Tamworth Regional (A)	30-34	2548
Tamworth Regional (A)	35-39	2343
Tamworth Regional (A)	40-44	2614
Tamworth Regional (A)	45-49	2760
Tamworth Regional (A)	50-54	2735
Tamworth Regional (A)	55-59	2549
Tamworth Regional (A)	60-64	1859
Tamworth Regional (A)	65-69	857
Tamworth Regional (A)	70-74	358
Tamworth Regional (A)	75+	232
Temora (A)	15-19	150
Temora (A)	20-24	160
Temora (A)	25-29	179
Temora (A)	30-34	183
Temora (A)	35-39	189
Temora (A)	40-44	240
Temora (A)	45-49	272
Temora (A)	50-54	295
Temora (A)	55-59	273
Temora (A)	60-64	209
Temora (A)	65-69	115
Temora (A)	70-74	45
Temora (A)	75+	35
Tenterfield (A)	15-19	95
Tenterfield (A)	20-24	105
Tenterfield (A)	25-29	136
Tenterfield (A)	30-34	123
Tenterfield (A)	35-39	153
Tenterfield (A)	40-44	223
Tenterfield (A)	45-49	221
Tenterfield (A)	50-54	225
Tenterfield (A)	55-59	299
Tenterfield (A)	60-64	272
Tenterfield (A)	65-69	136
Tenterfield (A)	70-74	85
Tenterfield (A)	75+	63
The Hills Shire (A)	15-19	4540
The Hills Shire (A)	20-24	6736
The Hills Shire (A)	25-29	6528
The Hills Shire (A)	30-34	6993
The Hills Shire (A)	35-39	7086
The Hills Shire (A)	40-44	7572
The Hills Shire (A)	45-49	6954
The Hills Shire (A)	50-54	6315
The Hills Shire (A)	55-59	5023
The Hills Shire (A)	60-64	3403
The Hills Shire (A)	65-69	1785
The Hills Shire (A)	70-74	652
The Hills Shire (A)	75+	279
Tweed (A)	15-19	1815
Tweed (A)	20-24	2131
Tweed (A)	25-29	2110
Tweed (A)	30-34	2455
Tweed (A)	35-39	2606
Tweed (A)	40-44	3052
Tweed (A)	45-49	3280
Tweed (A)	50-54	3373
Tweed (A)	55-59	3414
Tweed (A)	60-64	2350
Tweed (A)	65-69	1014
Tweed (A)	70-74	336
Tweed (A)	75+	225
Upper Hunter Shire (A)	15-19	318
Upper Hunter Shire (A)	20-24	401
Upper Hunter Shire (A)	25-29	467
Upper Hunter Shire (A)	30-34	496
Upper Hunter Shire (A)	35-39	429
Upper Hunter Shire (A)	40-44	527
Upper Hunter Shire (A)	45-49	512
Upper Hunter Shire (A)	50-54	544
Upper Hunter Shire (A)	55-59	511
Upper Hunter Shire (A)	60-64	423
Upper Hunter Shire (A)	65-69	209
Upper Hunter Shire (A)	70-74	96
Upper Hunter Shire (A)	75+	102
Upper Lachlan Shire (A)	15-19	139
Upper Lachlan Shire (A)	20-24	153
Upper Lachlan Shire (A)	25-29	157
Upper Lachlan Shire (A)	30-34	178
Upper Lachlan Shire (A)	35-39	150
Upper Lachlan Shire (A)	40-44	214
Upper Lachlan Shire (A)	45-49	231
Upper Lachlan Shire (A)	50-54	292
Upper Lachlan Shire (A)	55-59	317
Upper Lachlan Shire (A)	60-64	238
Upper Lachlan Shire (A)	65-69	196
Upper Lachlan Shire (A)	70-74	102
Upper Lachlan Shire (A)	75+	110
Uralla (A)	15-19	51
Uralla (A)	20-24	91
Uralla (A)	25-29	82
Uralla (A)	30-34	106
Uralla (A)	35-39	118
Uralla (A)	40-44	116
Uralla (A)	45-49	145
Uralla (A)	50-54	169
Uralla (A)	55-59	166
Uralla (A)	60-64	135
Uralla (A)	65-69	80
Uralla (A)	70-74	49
Uralla (A)	75+	45
Wagga Wagga (C)	15-19	2236
Wagga Wagga (C)	20-24	3695
Wagga Wagga (C)	25-29	3412
Wagga Wagga (C)	30-34	3218
Wagga Wagga (C)	35-39	2956
Wagga Wagga (C)	40-44	3097
Wagga Wagga (C)	45-49	3057
Wagga Wagga (C)	50-54	2960
Wagga Wagga (C)	55-59	2769
Wagga Wagga (C)	60-64	1885
Wagga Wagga (C)	65-69	821
Wagga Wagga (C)	70-74	295
Wagga Wagga (C)	75+	197
Walcha (A)	15-19	58
Walcha (A)	20-24	92
Walcha (A)	25-29	76
Walcha (A)	30-34	92
Walcha (A)	35-39	104
Walcha (A)	40-44	125
Walcha (A)	45-49	139
Walcha (A)	50-54	173
Walcha (A)	55-59	157
Walcha (A)	60-64	136
Walcha (A)	65-69	109
Walcha (A)	70-74	65
Walcha (A)	75+	39
Walgett (A)	15-19	61
Walgett (A)	20-24	143
Walgett (A)	25-29	199
Walgett (A)	30-34	192
Walgett (A)	35-39	186
Walgett (A)	40-44	176
Walgett (A)	45-49	226
Walgett (A)	50-54	230
Walgett (A)	55-59	230
Walgett (A)	60-64	196
Walgett (A)	65-69	112
Walgett (A)	70-74	69
Walgett (A)	75+	43
Warren (A)	15-19	30
Warren (A)	20-24	67
Warren (A)	25-29	100
Warren (A)	30-34	107
Warren (A)	35-39	91
Warren (A)	40-44	105
Warren (A)	45-49	114
Warren (A)	50-54	130
Warren (A)	55-59	150
Warren (A)	60-64	79
Warren (A)	65-69	57
Warren (A)	70-74	30
Warren (A)	75+	38
Warrumbungle Shire (A)	15-19	88
Warrumbungle Shire (A)	20-24	182
Warrumbungle Shire (A)	25-29	200
Warrumbungle Shire (A)	30-34	204
Warrumbungle Shire (A)	35-39	261
Warrumbungle Shire (A)	40-44	276
Warrumbungle Shire (A)	45-49	342
Warrumbungle Shire (A)	50-54	395
Warrumbungle Shire (A)	55-59	365
Warrumbungle Shire (A)	60-64	321
Warrumbungle Shire (A)	65-69	183
Warrumbungle Shire (A)	70-74	101
Warrumbungle Shire (A)	75+	99
Waverley (A)	15-19	1123
Waverley (A)	20-24	3150
Waverley (A)	25-29	3659
Waverley (A)	30-34	3359
Waverley (A)	35-39	2656
Waverley (A)	40-44	2374
Waverley (A)	45-49	2192
Waverley (A)	50-54	1888
Waverley (A)	55-59	1551
Waverley (A)	60-64	1103
Waverley (A)	65-69	772
Waverley (A)	70-74	318
Waverley (A)	75+	193
Weddin (A)	15-19	48
Weddin (A)	20-24	53
Weddin (A)	25-29	64
Weddin (A)	30-34	78
Weddin (A)	35-39	116
Weddin (A)	40-44	126
Weddin (A)	45-49	131
Weddin (A)	50-54	149
Weddin (A)	55-59	158
Weddin (A)	60-64	139
Weddin (A)	65-69	91
Weddin (A)	70-74	45
Weddin (A)	75+	38
Wentworth (A)	15-19	91
Wentworth (A)	20-24	194
Wentworth (A)	25-29	229
Wentworth (A)	30-34	218
Wentworth (A)	35-39	244
Wentworth (A)	40-44	296
Wentworth (A)	45-49	299
Wentworth (A)	50-54	351
Wentworth (A)	55-59	350
Wentworth (A)	60-64	274
Wentworth (A)	65-69	125
Wentworth (A)	70-74	42
Wentworth (A)	75+	32
Western Plains Regional (A)	15-19	1371
Western Plains Regional (A)	20-24	1946
Western Plains Regional (A)	25-29	2307
Western Plains Regional (A)	30-34	2292
Western Plains Regional (A)	35-39	2047
Western Plains Regional (A)	40-44	2183
Western Plains Regional (A)	45-49	2313
Western Plains Regional (A)	50-54	2321
Western Plains Regional (A)	55-59	2192
Western Plains Regional (A)	60-64	1483
Western Plains Regional (A)	65-69	726
Western Plains Regional (A)	70-74	289
Western Plains Regional (A)	75+	217
Willoughby (C)	15-19	2030
Willoughby (C)	20-24	5757
Willoughby (C)	25-29	7780
Willoughby (C)	30-34	8257
Willoughby (C)	35-39	7282
Willoughby (C)	40-44	6715
Willoughby (C)	45-49	5914
Willoughby (C)	50-54	5530
Willoughby (C)	55-59	4634
Willoughby (C)	60-64	3054
Willoughby (C)	65-69	1606
Willoughby (C)	70-74	594
Willoughby (C)	75+	300
Wingecarribee (A)	15-19	1324
Wingecarribee (A)	20-24	1491
Wingecarribee (A)	25-29	1488
Wingecarribee (A)	30-34	1388
Wingecarribee (A)	35-39	1427
Wingecarribee (A)	40-44	1798
Wingecarribee (A)	45-49	2022
Wingecarribee (A)	50-54	2100
Wingecarribee (A)	55-59	1928
Wingecarribee (A)	60-64	1407
Wingecarribee (A)	65-69	863
Wingecarribee (A)	70-74	423
Wingecarribee (A)	75+	257
Wollondilly (A)	15-19	769
Wollondilly (A)	20-24	955
Wollondilly (A)	25-29	1034
Wollondilly (A)	30-34	1136
Wollondilly (A)	35-39	1208
Wollondilly (A)	40-44	1314
Wollondilly (A)	45-49	1246
Wollondilly (A)	50-54	1163
Wollondilly (A)	55-59	1092
Wollondilly (A)	60-64	704
Wollondilly (A)	65-69	324
Wollondilly (A)	70-74	111
Wollondilly (A)	75+	80
Wollongong (C)	15-19	4641
Wollongong (C)	20-24	8362
Wollongong (C)	25-29	7758
Wollongong (C)	30-34	8011
Wollongong (C)	35-39	8016
Wollongong (C)	40-44	9147
Wollongong (C)	45-49	9009
Wollongong (C)	50-54	9229
Wollongong (C)	55-59	7943
Wollongong (C)	60-64	4561
Wollongong (C)	65-69	1745
Wollongong (C)	70-74	523
Wollongong (C)	75+	265
Woollahra (A)	15-19	627
Woollahra (A)	20-24	2146
Woollahra (A)	25-29	2764
Woollahra (A)	30-34	2496
Woollahra (A)	35-39	2018
Woollahra (A)	40-44	1926
Woollahra (A)	45-49	1833
Woollahra (A)	50-54	1727
Woollahra (A)	55-59	1512
Woollahra (A)	60-64	1257
Woollahra (A)	65-69	893
Woollahra (A)	70-74	453
Woollahra (A)	75+	318
Yass Valley (A)	15-19	281
Yass Valley (A)	20-24	317
Yass Valley (A)	25-29	276
Yass Valley (A)	30-34	299
Yass Valley (A)	35-39	309
Yass Valley (A)	40-44	377
Yass Valley (A)	45-49	384
Yass Valley (A)	50-54	401
Yass Valley (A)	55-59	385
Yass Valley (A)	60-64	314
Yass Valley (A)	65-69	233
Yass Valley (A)	70-74	124
Yass Valley (A)	75+	91
Unincorporated NSW	15-19	15
Unincorporated NSW	20-24	45
Unincorporated NSW	25-29	56
Unincorporated NSW	30-34	56
Unincorporated NSW	35-39	70
Unincorporated NSW	40-44	56
Unincorporated NSW	45-49	36
Unincorporated NSW	50-54	63
Unincorporated NSW	55-59	54
Unincorporated NSW	60-64	57
Unincorporated NSW	65-69	38
Unincorporated NSW	70-74	22
Unincorporated NSW	75+	11
No usual address (NSW)	15-19	6211
No usual address (NSW)	20-24	13764
No usual address (NSW)	25-29	14801
No usual address (NSW)	30-34	15118
No usual address (NSW)	35-39	14642
No usual address (NSW)	40-44	16014
No usual address (NSW)	45-49	16146
No usual address (NSW)	50-54	16224
No usual address (NSW)	55-59	14163
No usual address (NSW)	60-64	9670
No usual address (NSW)	65-69	4420
No usual address (NSW)	70-74	1508
No usual address (NSW)	75+	690
Migratory - Offshore - Shipping (NSW)	15-19	3
Migratory - Offshore - Shipping (NSW)	20-24	10
Migratory - Offshore - Shipping (NSW)	25-29	13
Migratory - Offshore - Shipping (NSW)	30-34	9
Migratory - Offshore - Shipping (NSW)	35-39	4
Migratory - Offshore - Shipping (NSW)	40-44	9
Migratory - Offshore - Shipping (NSW)	45-49	11
Migratory - Offshore - Shipping (NSW)	50-54	14
Migratory - Offshore - Shipping (NSW)	55-59	10
Migratory - Offshore - Shipping (NSW)	60-64	9
Migratory - Offshore - Shipping (NSW)	70-74	3
Alpine (S)	15-19	301
Alpine (S)	20-24	291
Alpine (S)	25-29	292
Alpine (S)	30-34	289
Alpine (S)	35-39	336
Alpine (S)	40-44	512
Alpine (S)	45-49	554
Alpine (S)	50-54	610
Alpine (S)	55-59	627
Alpine (S)	60-64	438
Alpine (S)	65-69	223
Alpine (S)	70-74	77
Alpine (S)	75+	57
Ararat (RC)	15-19	299
Ararat (RC)	20-24	337
Ararat (RC)	25-29	435
Ararat (RC)	30-34	382
Ararat (RC)	35-39	437
Ararat (RC)	40-44	459
Ararat (RC)	45-49	587
Ararat (RC)	50-54	560
Ararat (RC)	55-59	543
Ararat (RC)	60-64	439
Ararat (RC)	65-69	224
