STE_NAME16	HoursWorked.min	IncomeTotPersonal.max	Occupation	workers
Queensland	41		Clerical and administrative workers	206
Queensland	41		Community and personal service workers	118
Queensland	41		Labourers	228
Queensland	41		Machinery operators and drivers	211
Queensland	41		Managers	321
Queensland	41		Professionals	307
Queensland	41		Sales workers	145
Queensland	41		Technicians and trades workers	420
Queensland	41	0		19
Queensland	41	0	Clerical and administrative workers	45
Queensland	41	0	Community and personal service workers	21
Queensland	41	0	Labourers	48
Queensland	41	0	Machinery operators and drivers	31
Queensland	41	0	Managers	212
Queensland	41	0	Professionals	64
Queensland	41	0	Sales workers	46
Queensland	41	0	Technicians and trades workers	92
Queensland	41	7875		9
Queensland	41	7875	Clerical and administrative workers	29
Queensland	41	7875	Community and personal service workers	37
Queensland	41	7875	Labourers	43
Queensland	41	7875	Machinery operators and drivers	18
Queensland	41	7875	Managers	99
Queensland	41	7875	Professionals	28
Queensland	41	7875	Sales workers	36
Queensland	41	7875	Technicians and trades workers	69
Queensland	41	15750		5
Queensland	41	15750	Clerical and administrative workers	54
Queensland	41	15750	Community and personal service workers	71
Queensland	41	15750	Labourers	103
Queensland	41	15750	Machinery operators and drivers	31
Queensland	41	15750	Managers	214
Queensland	41	15750	Professionals	96
Queensland	41	15750	Sales workers	64
Queensland	41	15750	Technicians and trades workers	136
Queensland	41	21000		18
Queensland	41	21000	Clerical and administrative workers	77
Queensland	41	21000	Community and personal service workers	143
Queensland	41	21000	Labourers	192
Queensland	41	21000	Machinery operators and drivers	95
Queensland	41	21000	Managers	279
Queensland	41	21000	Professionals	119
Queensland	41	21000	Sales workers	132
Queensland	41	21000	Technicians and trades workers	363
Queensland	41	26250		33
Queensland	41	26250	Clerical and administrative workers	157
Queensland	41	26250	Community and personal service workers	280
Queensland	41	26250	Labourers	295
Queensland	41	26250	Machinery operators and drivers	164
Queensland	41	26250	Managers	322
Queensland	41	26250	Professionals	157
Queensland	41	26250	Sales workers	208
Queensland	41	26250	Technicians and trades workers	843
Queensland	41	34125		52
Queensland	41	34125	Clerical and administrative workers	504
Queensland	41	34125	Community and personal service workers	761
Queensland	41	34125	Labourers	842
Queensland	41	34125	Machinery operators and drivers	450
Queensland	41	34125	Managers	634
Queensland	41	34125	Professionals	396
Queensland	41	34125	Sales workers	623
Queensland	41	34125	Technicians and trades workers	1773
Queensland	41	42000		133
Queensland	41	42000	Clerical and administrative workers	1638
Queensland	41	42000	Community and personal service workers	1603
Queensland	41	42000	Labourers	2150
Queensland	41	42000	Machinery operators and drivers	1426
Queensland	41	42000	Managers	1485
Queensland	41	42000	Professionals	950
Queensland	41	42000	Sales workers	1697
Queensland	41	42000	Technicians and trades workers	3023
Queensland	41	52500		254
Queensland	41	52500	Clerical and administrative workers	4066
Queensland	41	52500	Community and personal service workers	2617
Queensland	41	52500	Labourers	3623
Queensland	41	52500	Machinery operators and drivers	3603
Queensland	41	52500	Managers	3475
Queensland	41	52500	Professionals	2325
Queensland	41	52500	Sales workers	2695
Queensland	41	52500	Technicians and trades workers	5806
Queensland	41	65625		327
Queensland	41	65625	Clerical and administrative workers	5666
Queensland	41	65625	Community and personal service workers	3026
Queensland	41	65625	Labourers	3190
Queensland	41	65625	Machinery operators and drivers	4498
Queensland	41	65625	Managers	5218
Queensland	41	65625	Professionals	5066
Queensland	41	65625	Sales workers	2449
Queensland	41	65625	Technicians and trades workers	8301
Queensland	41	78750		256
Queensland	41	78750	Clerical and administrative workers	3896
Queensland	41	78750	Community and personal service workers	1941
Queensland	41	78750	Labourers	1614
Queensland	41	78750	Machinery operators and drivers	2734
Queensland	41	78750	Managers	3779
Queensland	41	78750	Professionals	6102
Queensland	41	78750	Sales workers	1416
Queensland	41	78750	Technicians and trades workers	6576
Queensland	41	91875		204
Queensland	41	91875	Clerical and administrative workers	2446
Queensland	41	91875	Community and personal service workers	1474
Queensland	41	91875	Labourers	1046
Queensland	41	91875	Machinery operators and drivers	1838
Queensland	41	91875	Managers	3800
Queensland	41	91875	Professionals	8088
Queensland	41	91875	Sales workers	896
Queensland	41	91875	Technicians and trades workers	4922
Queensland	41	105000		150
Queensland	41	105000	Clerical and administrative workers	1281
Queensland	41	105000	Community and personal service workers	874
Queensland	41	105000	Labourers	573
Queensland	41	105000	Machinery operators and drivers	1364
Queensland	41	105000	Managers	3045
Queensland	41	105000	Professionals	6060
Queensland	41	105000	Sales workers	531
Queensland	41	105000	Technicians and trades workers	3146
Queensland	41	157500		192
Queensland	41	157500	Clerical and administrative workers	1686
Queensland	41	157500	Community and personal service workers	829
Queensland	41	157500	Labourers	518
Queensland	41	157500	Machinery operators and drivers	1960
Queensland	41	157500	Managers	6845
Queensland	41	157500	Professionals	8778
Queensland	41	157500	Sales workers	673
Queensland	41	157500	Technicians and trades workers	4518
Queensland	41	Inf		70
Queensland	41	Inf	Clerical and administrative workers	569
Queensland	41	Inf	Community and personal service workers	74
Queensland	41	Inf	Labourers	80
Queensland	41	Inf	Machinery operators and drivers	450
Queensland	41	Inf	Managers	3601
Queensland	41	Inf	Professionals	4705
Queensland	41	Inf	Sales workers	287
Queensland	41	Inf	Technicians and trades workers	1094
Queensland	49			341
Queensland	49		Clerical and administrative workers	279
Queensland	49		Community and personal service workers	242
Queensland	49		Labourers	396
Queensland	49		Machinery operators and drivers	629
Queensland	49		Managers	1474
Queensland	49		Professionals	656
Queensland	49		Sales workers	234
Queensland	49		Technicians and trades workers	947
Queensland	49	0		152
Queensland	49	0	Clerical and administrative workers	197
Queensland	49	0	Community and personal service workers	135
Queensland	49	0	Labourers	233
Queensland	49	0	Machinery operators and drivers	159
Queensland	49	0	Managers	2384
Queensland	49	0	Professionals	286
Queensland	49	0	Sales workers	196
Queensland	49	0	Technicians and trades workers	403
Queensland	49	7875		59
Queensland	49	7875	Clerical and administrative workers	85
Queensland	49	7875	Community and personal service workers	91
Queensland	49	7875	Labourers	158
Queensland	49	7875	Machinery operators and drivers	96
Queensland	49	7875	Managers	880
Queensland	49	7875	Professionals	179
Queensland	49	7875	Sales workers	135
Queensland	49	7875	Technicians and trades workers	189
Queensland	49	15750		63
Queensland	49	15750	Clerical and administrative workers	161
Queensland	49	15750	Community and personal service workers	214
Queensland	49	15750	Labourers	295
Queensland	49	15750	Machinery operators and drivers	163
Queensland	49	15750	Managers	1440
Queensland	49	15750	Professionals	255
Queensland	49	15750	Sales workers	244
Queensland	49	15750	Technicians and trades workers	415
Queensland	49	21000		85
Queensland	49	21000	Clerical and administrative workers	216
Queensland	49	21000	Community and personal service workers	328
Queensland	49	21000	Labourers	430
Queensland	49	21000	Machinery operators and drivers	279
Queensland	49	21000	Managers	1863
Queensland	49	21000	Professionals	384
Queensland	49	21000	Sales workers	312
Queensland	49	21000	Technicians and trades workers	682
Queensland	49	26250		86
Queensland	49	26250	Clerical and administrative workers	289
Queensland	49	26250	Community and personal service workers	478
Queensland	49	26250	Labourers	551
Queensland	49	26250	Machinery operators and drivers	430
Queensland	49	26250	Managers	2033
Queensland	49	26250	Professionals	473
Queensland	49	26250	Sales workers	407
Queensland	49	26250	Technicians and trades workers	1058
Queensland	49	34125		151
Queensland	49	34125	Clerical and administrative workers	683
Queensland	49	34125	Community and personal service workers	1209
Queensland	49	34125	Labourers	1472
Queensland	49	34125	Machinery operators and drivers	1027
Queensland	49	34125	Managers	3487
Queensland	49	34125	Professionals	943
Queensland	49	34125	Sales workers	921
Queensland	49	34125	Technicians and trades workers	2264
Queensland	49	42000		226
Queensland	49	42000	Clerical and administrative workers	1361
Queensland	49	42000	Community and personal service workers	1873
Queensland	49	42000	Labourers	2274
Queensland	49	42000	Machinery operators and drivers	1847
Queensland	49	42000	Managers	4161
Queensland	49	42000	Professionals	1484
Queensland	49	42000	Sales workers	1482
Queensland	49	42000	Technicians and trades workers	3368
Queensland	49	52500		349
Queensland	49	52500	Clerical and administrative workers	2513
Queensland	49	52500	Community and personal service workers	2524
Queensland	49	52500	Labourers	3633
Queensland	49	52500	Machinery operators and drivers	3865
Queensland	49	52500	Managers	6499
Queensland	49	52500	Professionals	2836
Queensland	49	52500	Sales workers	2126
Queensland	49	52500	Technicians and trades workers	5690
Queensland	49	65625		522
Queensland	49	65625	Clerical and administrative workers	4078
Queensland	49	65625	Community and personal service workers	3158
Queensland	49	65625	Labourers	4270
Queensland	49	65625	Machinery operators and drivers	6798
Queensland	49	65625	Managers	9786
Queensland	49	65625	Professionals	6379
Queensland	49	65625	Sales workers	3053
Queensland	49	65625	Technicians and trades workers	8800
Queensland	49	78750		415
Queensland	49	78750	Clerical and administrative workers	3412
Queensland	49	78750	Community and personal service workers	2193
Queensland	49	78750	Labourers	2748
Queensland	49	78750	Machinery operators and drivers	6181
Queensland	49	78750	Managers	8631
Queensland	49	78750	Professionals	8013
Queensland	49	78750	Sales workers	2562
Queensland	49	78750	Technicians and trades workers	7792
Queensland	49	91875		442
Queensland	49	91875	Clerical and administrative workers	2953
Queensland	49	91875	Community and personal service workers	1837
Queensland	49	91875	Labourers	2102
Queensland	49	91875	Machinery operators and drivers	5640
Queensland	49	91875	Managers	9588
Queensland	49	91875	Professionals	11699
Queensland	49	91875	Sales workers	2173
Queensland	49	91875	Technicians and trades workers	7668
Queensland	49	105000		326
Queensland	49	105000	Clerical and administrative workers	1783
Queensland	49	105000	Community and personal service workers	1274
Queensland	49	105000	Labourers	1440
Queensland	49	105000	Machinery operators and drivers	4423
Queensland	49	105000	Managers	7381
Queensland	49	105000	Professionals	8894
Queensland	49	105000	Sales workers	1302
Queensland	49	105000	Technicians and trades workers	5864
Queensland	49	157500		550
Queensland	49	157500	Clerical and administrative workers	2912
Queensland	49	157500	Community and personal service workers	1504
Queensland	49	157500	Labourers	1689
Queensland	49	157500	Machinery operators and drivers	6417
Queensland	49	157500	Managers	17728
Queensland	49	157500	Professionals	14573
Queensland	49	157500	Sales workers	2025
Queensland	49	157500	Technicians and trades workers	10446
Queensland	49	Inf		408
Queensland	49	Inf	Clerical and administrative workers	1666
Queensland	49	Inf	Community and personal service workers	297
Queensland	49	Inf	Labourers	588
Queensland	49	Inf	Machinery operators and drivers	1672
Queensland	49	Inf	Managers	16687
Queensland	49	Inf	Professionals	13586
Queensland	49	Inf	Sales workers	1502
Queensland	49	Inf	Technicians and trades workers	4212
South Australia				860
South Australia			Clerical and administrative workers	81
South Australia			Community and personal service workers	177
South Australia			Labourers	163
South Australia			Machinery operators and drivers	86
South Australia			Managers	148
South Australia			Professionals	138
South Australia			Sales workers	128
South Australia			Technicians and trades workers	207
South Australia		0		178
South Australia		0	Clerical and administrative workers	12
South Australia		0	Community and personal service workers	32
South Australia		0	Labourers	39
South Australia		0	Machinery operators and drivers	11
South Australia		0	Managers	31
South Australia		0	Professionals	6
South Australia		0	Sales workers	14
