STE_NAME16	IncomeTotPersonal.max	Occupation	PublicSector	LevelOfGovt	workers
Australian Capital Territory	15750		1	National	7
Australian Capital Territory	15750		1	State territory	3
Australian Capital Territory	15750	Clerical and administrative workers			10
Australian Capital Territory	15750	Clerical and administrative workers	0		532
Australian Capital Territory	15750	Clerical and administrative workers	1	National	116
Australian Capital Territory	15750	Clerical and administrative workers	1	State territory	19
Australian Capital Territory	15750	Community and personal service workers			13
Australian Capital Territory	15750	Community and personal service workers	0		1880
Australian Capital Territory	15750	Community and personal service workers	1	National	37
Australian Capital Territory	15750	Community and personal service workers	1	State territory	72
Australian Capital Territory	15750	Labourers			9
Australian Capital Territory	15750	Labourers	0		877
Australian Capital Territory	15750	Labourers	1	National	11
Australian Capital Territory	15750	Labourers	1	State territory	10
Australian Capital Territory	15750	Machinery operators and drivers			3
Australian Capital Territory	15750	Machinery operators and drivers	0		179
Australian Capital Territory	15750	Machinery operators and drivers	1	State territory	3
Australian Capital Territory	15750	Managers	0		177
Australian Capital Territory	15750	Managers	1	National	24
Australian Capital Territory	15750	Managers	1	State territory	4
Australian Capital Territory	15750	Professionals			3
Australian Capital Territory	15750	Professionals	0		475
Australian Capital Territory	15750	Professionals	1	National	132
Australian Capital Territory	15750	Professionals	1	State territory	41
Australian Capital Territory	15750	Sales workers			5
Australian Capital Territory	15750	Sales workers	0		1756
Australian Capital Territory	15750	Sales workers	1	National	11
Australian Capital Territory	15750	Technicians and trades workers			7
Australian Capital Territory	15750	Technicians and trades workers	0		336
Australian Capital Territory	15750	Technicians and trades workers	1	National	16
Australian Capital Territory	15750	Technicians and trades workers	1	State territory	8
Australian Capital Territory	21000				38
Australian Capital Territory	21000		0		44
Australian Capital Territory	21000		1	National	7
Australian Capital Territory	21000		1	State territory	4
Australian Capital Territory	21000	Clerical and administrative workers			3
Australian Capital Territory	21000	Clerical and administrative workers	0		610
Australian Capital Territory	21000	Clerical and administrative workers	1	National	102
Australian Capital Territory	21000	Clerical and administrative workers	1	State territory	39
Australian Capital Territory	21000	Community and personal service workers			11
Australian Capital Territory	21000	Community and personal service workers	0		1558
Australian Capital Territory	21000	Community and personal service workers	1	National	40
Australian Capital Territory	21000	Community and personal service workers	1	State territory	70
Australian Capital Territory	21000	Labourers			11
Australian Capital Territory	21000	Labourers	0		761
Australian Capital Territory	21000	Labourers	1	National	4
Australian Capital Territory	21000	Labourers	1	State territory	11
Australian Capital Territory	21000	Machinery operators and drivers			3
Australian Capital Territory	21000	Machinery operators and drivers	0		162
Australian Capital Territory	21000	Machinery operators and drivers	1	National	6
Australian Capital Territory	21000	Machinery operators and drivers	1	State territory	4
Australian Capital Territory	21000	Managers			3
Australian Capital Territory	21000	Managers	0		216
Australian Capital Territory	21000	Managers	1	National	17
Australian Capital Territory	21000	Managers	1	State territory	3
Australian Capital Territory	21000	Professionals			5
Australian Capital Territory	21000	Professionals	0		494
Australian Capital Territory	21000	Professionals	1	National	104
Australian Capital Territory	21000	Professionals	1	State territory	64
Australian Capital Territory	21000	Sales workers	0		1290
Australian Capital Territory	21000	Sales workers	1	National	11
Australian Capital Territory	21000	Technicians and trades workers			7
Australian Capital Territory	21000	Technicians and trades workers	0		514
Australian Capital Territory	21000	Technicians and trades workers	1	National	10
Australian Capital Territory	21000	Technicians and trades workers	1	State territory	4
Australian Capital Territory	26250				60
Australian Capital Territory	26250		0		65
Australian Capital Territory	26250		1	National	5
Australian Capital Territory	26250		1	State territory	3
Australian Capital Territory	26250	Clerical and administrative workers			3
Australian Capital Territory	26250	Clerical and administrative workers	0		752
Australian Capital Territory	26250	Clerical and administrative workers	1	National	143
Australian Capital Territory	26250	Clerical and administrative workers	1	State territory	51
Australian Capital Territory	26250	Community and personal service workers			4
Australian Capital Territory	26250	Community and personal service workers	0		1619
Australian Capital Territory	26250	Community and personal service workers	1	National	38
Australian Capital Territory	26250	Community and personal service workers	1	State territory	95
Australian Capital Territory	26250	Labourers			15
Australian Capital Territory	26250	Labourers	0		1011
Australian Capital Territory	26250	Labourers	1	National	3
Australian Capital Territory	26250	Labourers	1	State territory	17
Australian Capital Territory	26250	Machinery operators and drivers			8
Australian Capital Territory	26250	Machinery operators and drivers	0		205
Australian Capital Territory	26250	Machinery operators and drivers	1	National	10
Australian Capital Territory	26250	Machinery operators and drivers	1	State territory	6
Australian Capital Territory	26250	Managers	0		276
Australian Capital Territory	26250	Managers	1	National	16
Australian Capital Territory	26250	Managers	1	State territory	17
Australian Capital Territory	26250	Professionals			5
Australian Capital Territory	26250	Professionals	0		565
Australian Capital Territory	26250	Professionals	1	National	165
Australian Capital Territory	26250	Professionals	1	State territory	70
Australian Capital Territory	26250	Sales workers			4
Australian Capital Territory	26250	Sales workers	0		1257
Australian Capital Territory	26250	Sales workers	1	National	14
Australian Capital Territory	26250	Technicians and trades workers			9
Australian Capital Territory	26250	Technicians and trades workers	0		909
Australian Capital Territory	26250	Technicians and trades workers	1	National	12
Australian Capital Territory	26250	Technicians and trades workers	1	State territory	9
Australian Capital Territory	34125				51
Australian Capital Territory	34125		0		96
Australian Capital Territory	34125		1	National	29
Australian Capital Territory	34125		1	State territory	7
Australian Capital Territory	34125	Clerical and administrative workers			5
Australian Capital Territory	34125	Clerical and administrative workers	0		1261
Australian Capital Territory	34125	Clerical and administrative workers	1	Local	3
Australian Capital Territory	34125	Clerical and administrative workers	1	National	311
Australian Capital Territory	34125	Clerical and administrative workers	1	State territory	91
Australian Capital Territory	34125	Community and personal service workers			25
Australian Capital Territory	34125	Community and personal service workers	0		2212
Australian Capital Territory	34125	Community and personal service workers	1	Local	3
Australian Capital Territory	34125	Community and personal service workers	1	National	70
Australian Capital Territory	34125	Community and personal service workers	1	State territory	147
Australian Capital Territory	34125	Labourers			17
Australian Capital Territory	34125	Labourers	0		1363
Australian Capital Territory	34125	Labourers	1	National	14
Australian Capital Territory	34125	Labourers	1	State territory	19
Australian Capital Territory	34125	Machinery operators and drivers			10
Australian Capital Territory	34125	Machinery operators and drivers	0		329
Australian Capital Territory	34125	Machinery operators and drivers	1	National	11
Australian Capital Territory	34125	Machinery operators and drivers	1	State territory	8
Australian Capital Territory	34125	Managers	0		530
Australian Capital Territory	34125	Managers	1	National	215
Australian Capital Territory	34125	Managers	1	State territory	10
Australian Capital Territory	34125	Professionals			9
Australian Capital Territory	34125	Professionals	0		906
Australian Capital Territory	34125	Professionals	1	National	363
Australian Capital Territory	34125	Professionals	1	State territory	170
Australian Capital Territory	34125	Sales workers			8
Australian Capital Territory	34125	Sales workers	0		1628
