STE_NAME16	EnglishProficiency	IndustryOfEmployment	SpeaksEnglishOnly	YearOfArrival.max	workers_born_overseas
Australian Capital Territory	Speaks English not well or not at all		0	2015	58
Australian Capital Territory	Speaks English not well or not at all		0	2016	10
Australian Capital Territory	Speaks English not well or not at all		0		7
Australian Capital Territory	Speaks English not well or not at all	Accommodation and food services	0	1991	73
Australian Capital Territory	Speaks English not well or not at all	Accommodation and food services	0	1995	22
Australian Capital Territory	Speaks English not well or not at all	Accommodation and food services	0	2000	30
Australian Capital Territory	Speaks English not well or not at all	Accommodation and food services	0	2005	46
Australian Capital Territory	Speaks English not well or not at all	Accommodation and food services	0	2010	139
Australian Capital Territory	Speaks English not well or not at all	Accommodation and food services	0	2015	228
Australian Capital Territory	Speaks English not well or not at all	Accommodation and food services	0	2016	21
Australian Capital Territory	Speaks English not well or not at all	Accommodation and food services	0		20
Australian Capital Territory	Speaks English not well or not at all	Administrative and support services	0	1991	40
Australian Capital Territory	Speaks English not well or not at all	Administrative and support services	0	1995	13
Australian Capital Territory	Speaks English not well or not at all	Administrative and support services	0	2000	11
Australian Capital Territory	Speaks English not well or not at all	Administrative and support services	0	2005	19
Australian Capital Territory	Speaks English not well or not at all	Administrative and support services	0	2010	85
Australian Capital Territory	Speaks English not well or not at all	Administrative and support services	0	2015	73
Australian Capital Territory	Speaks English not well or not at all	Administrative and support services	0	2016	4
Australian Capital Territory	Speaks English not well or not at all	Administrative and support services	0		12
Australian Capital Territory	Speaks English not well or not at all	Agriculture forestry and fishing	0	2010	4
Australian Capital Territory	Speaks English not well or not at all	Arts and recreation services	0	1991	4
Australian Capital Territory	Speaks English not well or not at all	Arts and recreation services	0	2010	3
Australian Capital Territory	Speaks English not well or not at all	Arts and recreation services	0	2015	3
Australian Capital Territory	Speaks English not well or not at all	Construction	0	1991	32
Australian Capital Territory	Speaks English not well or not at all	Construction	0	1995	10
Australian Capital Territory	Speaks English not well or not at all	Construction	0	2000	13
Australian Capital Territory	Speaks English not well or not at all	Construction	0	2005	24
Australian Capital Territory	Speaks English not well or not at all	Construction	0	2010	47
Australian Capital Territory	Speaks English not well or not at all	Construction	0	2015	55
Australian Capital Territory	Speaks English not well or not at all	Construction	0	2016	3
Australian Capital Territory	Speaks English not well or not at all	Construction	0		3
Australian Capital Territory	Speaks English not well or not at all	Education and training	0	1991	5
Australian Capital Territory	Speaks English not well or not at all	Education and training	0	1995	3
Australian Capital Territory	Speaks English not well or not at all	Education and training	0	2000	3
Australian Capital Territory	Speaks English not well or not at all	Education and training	0	2005	23
Australian Capital Territory	Speaks English not well or not at all	Education and training	0	2010	18
Australian Capital Territory	Speaks English not well or not at all	Education and training	0	2015	16
Australian Capital Territory	Speaks English not well or not at all	Education and training	0		5
Australian Capital Territory	Speaks English not well or not at all	Electricity gas water and waste services	0	1991	3
Australian Capital Territory	Speaks English not well or not at all	Financial and insurance services	0	2010	3
Australian Capital Territory	Speaks English not well or not at all	Health care and social assistance	0	1991	10
Australian Capital Territory	Speaks English not well or not at all	Health care and social assistance	0	1995	9
Australian Capital Territory	Speaks English not well or not at all	Health care and social assistance	0	2000	15
Australian Capital Territory	Speaks English not well or not at all	Health care and social assistance	0	2005	17
Australian Capital Territory	Speaks English not well or not at all	Health care and social assistance	0	2010	47
