SA3_NAME16	IndustryOfEmployment	workers_born_overseas
Liverpool	Mining	22
Liverpool	Other services	700
Liverpool	Professional scientific and technical services	832
Liverpool	Public administration and safety	1533
Liverpool	Rental hiring and real estate services	252
Liverpool	Retail trade	2435
Liverpool	Transport postal and warehousing	1452
Liverpool	Wholesale trade	1269
Cronulla - Miranda - Caringbah		659
Cronulla - Miranda - Caringbah	Accommodation and food services	1200
Cronulla - Miranda - Caringbah	Administrative and support services	369
Cronulla - Miranda - Caringbah	Agriculture forestry and fishing	14
Cronulla - Miranda - Caringbah	Arts and recreation services	106
Cronulla - Miranda - Caringbah	Construction	794
Cronulla - Miranda - Caringbah	Education and training	357
Cronulla - Miranda - Caringbah	Electricity gas water and waste services	78
Cronulla - Miranda - Caringbah	Financial and insurance services	176
Cronulla - Miranda - Caringbah	Health care and social assistance	2201
Cronulla - Miranda - Caringbah	Information media and telecommunications	78
Cronulla - Miranda - Caringbah	Manufacturing	957
Cronulla - Miranda - Caringbah	Mining	11
Cronulla - Miranda - Caringbah	Other services	430
Cronulla - Miranda - Caringbah	Professional scientific and technical services	553
Cronulla - Miranda - Caringbah	Public administration and safety	131
Cronulla - Miranda - Caringbah	Rental hiring and real estate services	142
Cronulla - Miranda - Caringbah	Retail trade	1556
Cronulla - Miranda - Caringbah	Transport postal and warehousing	331
Cronulla - Miranda - Caringbah	Wholesale trade	448
Sutherland - Menai - Heathcote		326
Sutherland - Menai - Heathcote	Accommodation and food services	498
Sutherland - Menai - Heathcote	Administrative and support services	261
Sutherland - Menai - Heathcote	Agriculture forestry and fishing	6
Sutherland - Menai - Heathcote	Arts and recreation services	62
Sutherland - Menai - Heathcote	Construction	480
Sutherland - Menai - Heathcote	Education and training	436
Sutherland - Menai - Heathcote	Electricity gas water and waste services	34
Sutherland - Menai - Heathcote	Financial and insurance services	141
Sutherland - Menai - Heathcote	Health care and social assistance	1245
Sutherland - Menai - Heathcote	Information media and telecommunications	35
Sutherland - Menai - Heathcote	Manufacturing	289
Sutherland - Menai - Heathcote	Mining	8
Sutherland - Menai - Heathcote	Other services	275
Sutherland - Menai - Heathcote	Professional scientific and technical services	798
Sutherland - Menai - Heathcote	Public administration and safety	279
Sutherland - Menai - Heathcote	Rental hiring and real estate services	56
Sutherland - Menai - Heathcote	Retail trade	697
Sutherland - Menai - Heathcote	Transport postal and warehousing	147
Sutherland - Menai - Heathcote	Wholesale trade	98
Migratory - Offshore - Shipping (NSW)	Administrative and support services	3
Migratory - Offshore - Shipping (NSW)	Construction	3
No usual address (NSW)		2535
No usual address (NSW)	Accommodation and food services	670
No usual address (NSW)	Administrative and support services	5301
No usual address (NSW)	Agriculture forestry and fishing	343
No usual address (NSW)	Arts and recreation services	406
No usual address (NSW)	Construction	13045
No usual address (NSW)	Education and training	1566
No usual address (NSW)	Electricity gas water and waste services	212
No usual address (NSW)	Financial and insurance services	339
No usual address (NSW)	Health care and social assistance	2859
No usual address (NSW)	Information media and telecommunications	599
No usual address (NSW)	Manufacturing	783
No usual address (NSW)	Mining	111
No usual address (NSW)	Other services	1336
No usual address (NSW)	Professional scientific and technical services	1743
No usual address (NSW)	Public administration and safety	761
No usual address (NSW)	Rental hiring and real estate services	247
No usual address (NSW)	Retail trade	1055
No usual address (NSW)	Transport postal and warehousing	4636
No usual address (NSW)	Wholesale trade	536
Ballarat		163
Ballarat	Accommodation and food services	494
Ballarat	Administrative and support services	84
Ballarat	Agriculture forestry and fishing	27
Ballarat	Arts and recreation services	85
Ballarat	Construction	161
Ballarat	Education and training	562
Ballarat	Electricity gas water and waste services	39
Ballarat	Financial and insurance services	58
Ballarat	Health care and social assistance	1214
Ballarat	Information media and telecommunications	76
Ballarat	Manufacturing	327
Ballarat	Mining	37
Ballarat	Other services	142
Ballarat	Professional scientific and technical services	280
Ballarat	Public administration and safety	198
Ballarat	Rental hiring and real estate services	37
Ballarat	Retail trade	413
Ballarat	Transport postal and warehousing	148
Ballarat	Wholesale trade	76
Creswick - Daylesford - Ballan		47
Creswick - Daylesford - Ballan	Accommodation and food services	182
Creswick - Daylesford - Ballan	Administrative and support services	25
Creswick - Daylesford - Ballan	Agriculture forestry and fishing	158
Creswick - Daylesford - Ballan	Arts and recreation services	32
Creswick - Daylesford - Ballan	Construction	50
Creswick - Daylesford - Ballan	Education and training	69
Creswick - Daylesford - Ballan	Electricity gas water and waste services	3
Creswick - Daylesford - Ballan	Financial and insurance services	10
Creswick - Daylesford - Ballan	Health care and social assistance	172
Creswick - Daylesford - Ballan	Information media and telecommunications	5
Creswick - Daylesford - Ballan	Manufacturing	72
Creswick - Daylesford - Ballan	Mining	8
Creswick - Daylesford - Ballan	Other services	39
Creswick - Daylesford - Ballan	Professional scientific and technical services	86
Creswick - Daylesford - Ballan	Public administration and safety	42
Creswick - Daylesford - Ballan	Rental hiring and real estate services	3
Creswick - Daylesford - Ballan	Retail trade	91
Creswick - Daylesford - Ballan	Transport postal and warehousing	20
Creswick - Daylesford - Ballan	Wholesale trade	11
Maryborough - Pyrenees		42
Maryborough - Pyrenees	Accommodation and food services	46
Maryborough - Pyrenees	Administrative and support services	11
Maryborough - Pyrenees	Agriculture forestry and fishing	50
Maryborough - Pyrenees	Arts and recreation services	15
Maryborough - Pyrenees	Construction	24
Maryborough - Pyrenees	Education and training	48
Maryborough - Pyrenees	Electricity gas water and waste services	3
Maryborough - Pyrenees	Health care and social assistance	102
Maryborough - Pyrenees	Information media and telecommunications	6
Maryborough - Pyrenees	Manufacturing	79
Maryborough - Pyrenees	Mining	8
Maryborough - Pyrenees	Other services	11
Maryborough - Pyrenees	Professional scientific and technical services	20
Maryborough - Pyrenees	Public administration and safety	46
Maryborough - Pyrenees	Retail trade	51
Maryborough - Pyrenees	Transport postal and warehousing	14
Bendigo		129
Bendigo	Accommodation and food services	343
Bendigo	Administrative and support services	84
Bendigo	Agriculture forestry and fishing	31
Bendigo	Arts and recreation services	48
Bendigo	Construction	146
Bendigo	Education and training	329
Bendigo	Electricity gas water and waste services	54
Bendigo	Financial and insurance services	139
Bendigo	Health care and social assistance	950
Bendigo	Information media and telecommunications	27
Bendigo	Manufacturing	263
Bendigo	Mining	13
Bendigo	Other services	97
Bendigo	Professional scientific and technical services	174
Bendigo	Public administration and safety	183
Bendigo	Rental hiring and real estate services	34
Bendigo	Retail trade	317
Bendigo	Transport postal and warehousing	95
Bendigo	Wholesale trade	44
Heathcote - Castlemaine - Kyneton		125
Heathcote - Castlemaine - Kyneton	Accommodation and food services	185
Heathcote - Castlemaine - Kyneton	Administrative and support services	55
Heathcote - Castlemaine - Kyneton	Agriculture forestry and fishing	127
Heathcote - Castlemaine - Kyneton	Arts and recreation services	54
Heathcote - Castlemaine - Kyneton	Construction	72
Heathcote - Castlemaine - Kyneton	Education and training	115
Heathcote - Castlemaine - Kyneton	Electricity gas water and waste services	7
Heathcote - Castlemaine - Kyneton	Financial and insurance services	17
Heathcote - Castlemaine - Kyneton	Health care and social assistance	260
Heathcote - Castlemaine - Kyneton	Information media and telecommunications	16
Heathcote - Castlemaine - Kyneton	Manufacturing	651
Heathcote - Castlemaine - Kyneton	Mining	32
Heathcote - Castlemaine - Kyneton	Other services	64
Heathcote - Castlemaine - Kyneton	Professional scientific and technical services	111
Heathcote - Castlemaine - Kyneton	Public administration and safety	117
Heathcote - Castlemaine - Kyneton	Rental hiring and real estate services	12
Heathcote - Castlemaine - Kyneton	Retail trade	159
Heathcote - Castlemaine - Kyneton	Transport postal and warehousing	41
Heathcote - Castlemaine - Kyneton	Wholesale trade	42
Loddon - Elmore		11
Loddon - Elmore	Accommodation and food services	11
Loddon - Elmore	Administrative and support services	9
Loddon - Elmore	Agriculture forestry and fishing	86
Loddon - Elmore	Arts and recreation services	5
Loddon - Elmore	Construction	10
Loddon - Elmore	Education and training	13
Loddon - Elmore	Electricity gas water and waste services	3
Loddon - Elmore	Health care and social assistance	39
Loddon - Elmore	Manufacturing	23
Loddon - Elmore	Mining	22
Loddon - Elmore	Other services	3
Loddon - Elmore	Professional scientific and technical services	3
Loddon - Elmore	Public administration and safety	10
Loddon - Elmore	Retail trade	25
Loddon - Elmore	Transport postal and warehousing	7
Loddon - Elmore	Wholesale trade	6
Barwon - West		25
Barwon - West	Accommodation and food services	16
Barwon - West	Administrative and support services	12
Barwon - West	Agriculture forestry and fishing	142
Barwon - West	Arts and recreation services	3
Barwon - West	Construction	27
Barwon - West	Education and training	21
Barwon - West	Electricity gas water and waste services	4
Barwon - West	Financial and insurance services	4
Barwon - West	Health care and social assistance	66
Barwon - West	Information media and telecommunications	5
Barwon - West	Manufacturing	44
Barwon - West	Mining	3
Barwon - West	Other services	12
Barwon - West	Professional scientific and technical services	33
Barwon - West	Public administration and safety	22
Barwon - West	Retail trade	27
Barwon - West	Transport postal and warehousing	12
Barwon - West	Wholesale trade	7
Geelong		576
Geelong	Accommodation and food services	1180
Geelong	Administrative and support services	443
Geelong	Agriculture forestry and fishing	211
Geelong	Arts and recreation services	127
