SA4_NAME16	Occupation	OccupationSubtype	workers
Geelong	Community and personal service workers	Protective service workers	1526
Geelong	Community and personal service workers	Sports and personal service workers	1849
Geelong	Labourers	Cleaners and laundry workers	2498
Geelong	Labourers	Construction and mining labourers	1352
Geelong	Labourers	Factory process workers	1697
Geelong	Labourers	Farm forestry and garden workers	776
Geelong	Labourers	Food preparation assistants	2196
Geelong	Labourers	Labourers nfd	214
Geelong	Labourers	Other labourers	1928
Geelong	Machinery operators and drivers	Machine and stationary plant operators	1240
Geelong	Machinery operators and drivers	Machinery operators and drivers nfd	111
Geelong	Machinery operators and drivers	Mobile plant operators	853
Geelong	Machinery operators and drivers	Road and rail drivers	2692
Geelong	Machinery operators and drivers	Storepersons	852
Geelong	Managers	Chief executives general managers and legislators	906
Geelong	Managers	Farmers and farm managers	1052
Geelong	Managers	Hospitality retail and service managers	4563
Geelong	Managers	Managers nfd	439
Geelong	Managers	Specialist managers	5349
Geelong	Professionals	Arts and media professionals	678
Geelong	Professionals	Business human resource and marketing professionals	3813
Geelong	Professionals	Design engineering science and transport professionals	3148
Geelong	Professionals	Education professionals	5864
Geelong	Professionals	Health professionals	6609
Geelong	Professionals	Information and Communication Technology ICT professionals	980
Geelong	Professionals	Legal social and welfare professionals	1800
Geelong	Professionals	Professionals nfd	335
Geelong	Sales workers	Sales assistants and salespersons	8595
Geelong	Sales workers	Sales representatives and agents	1381
Geelong	Sales workers	Sales support workers	1954
Geelong	Sales workers	Sales workers nfd	25
Geelong	Technicians and trades workers	Automotive and engineering trades workers	2711
Geelong	Technicians and trades workers	Construction trades workers	3171
Geelong	Technicians and trades workers	Electrotechnology and telecommunications trades workers	1304
Geelong	Technicians and trades workers	Engineering ICT and science technicians	2020
Geelong	Technicians and trades workers	Food trades workers	1933
Geelong	Technicians and trades workers	Other technicians and trades workers	1998
Geelong	Technicians and trades workers	Skilled animal and horticultural workers	1328
Geelong	Technicians and trades workers	Technicians and trades workers nfd	132
Hume			1119
Hume	Clerical and administrative workers	Clerical and administrative workers nfd	17
Hume	Clerical and administrative workers	Clerical and office support workers	466
Hume	Clerical and administrative workers	General clerical workers	1450
Hume	Clerical and administrative workers	Inquiry clerks and receptionists	1183
Hume	Clerical and administrative workers	Numerical clerks	1629
Hume	Clerical and administrative workers	Office managers and program administrators	1250
Hume	Clerical and administrative workers	Other clerical and administrative workers	878
Hume	Clerical and administrative workers	Personal assistants and secretaries	389
Hume	Community and personal service workers	Carers and aides	3187
Hume	Community and personal service workers	Community and personal service workers nfd	11
Hume	Community and personal service workers	Health and welfare support workers	1298
Hume	Community and personal service workers	Hospitality workers	1707
Hume	Community and personal service workers	Protective service workers	1442
Hume	Community and personal service workers	Sports and personal service workers	1176
Hume	Labourers	Cleaners and laundry workers	1892
Hume	Labourers	Construction and mining labourers	707
Hume	Labourers	Factory process workers	2154
Hume	Labourers	Farm forestry and garden workers	1373
Hume	Labourers	Food preparation assistants	1256
Hume	Labourers	Labourers nfd	174
Hume	Labourers	Other labourers	1071
Hume	Machinery operators and drivers	Machine and stationary plant operators	1198
Hume	Machinery operators and drivers	Machinery operators and drivers nfd	78
Hume	Machinery operators and drivers	Mobile plant operators	975
Hume	Machinery operators and drivers	Road and rail drivers	2013
Hume	Machinery operators and drivers	Storepersons	666
Hume	Managers	Chief executives general managers and legislators	507
Hume	Managers	Farmers and farm managers	3742
Hume	Managers	Hospitality retail and service managers	3105
Hume	Managers	Managers nfd	195
Hume	Managers	Specialist managers	3373
Hume	Professionals	Arts and media professionals	291
Hume	Professionals	Business human resource and marketing professionals	1664
Hume	Professionals	Design engineering science and transport professionals	1219
Hume	Professionals	Education professionals	3383
Hume	Professionals	Health professionals	3381
Hume	Professionals	Information and Communication Technology ICT professionals	238
Hume	Professionals	Legal social and welfare professionals	865
Hume	Professionals	Professionals nfd	55
Hume	Sales workers	Sales assistants and salespersons	4571
Hume	Sales workers	Sales representatives and agents	691
Hume	Sales workers	Sales support workers	890
Hume	Sales workers	Sales workers nfd	13
Hume	Technicians and trades workers	Automotive and engineering trades workers	2807
Hume	Technicians and trades workers	Construction trades workers	1494
Hume	Technicians and trades workers	Electrotechnology and telecommunications trades workers	1025
Hume	Technicians and trades workers	Engineering ICT and science technicians	924
Hume	Technicians and trades workers	Food trades workers	1338
Hume	Technicians and trades workers	Other technicians and trades workers	954
Hume	Technicians and trades workers	Skilled animal and horticultural workers	948
Hume	Technicians and trades workers	Technicians and trades workers nfd	96
Latrobe - Gippsland			1702
Latrobe - Gippsland	Clerical and administrative workers	Clerical and administrative workers nfd	22
Latrobe - Gippsland	Clerical and administrative workers	Clerical and office support workers	710
Latrobe - Gippsland	Clerical and administrative workers	General clerical workers	2265
Latrobe - Gippsland	Clerical and administrative workers	Inquiry clerks and receptionists	2427
Latrobe - Gippsland	Clerical and administrative workers	Numerical clerks	2632
Latrobe - Gippsland	Clerical and administrative workers	Office managers and program administrators	1779
Latrobe - Gippsland	Clerical and administrative workers	Other clerical and administrative workers	1361
Latrobe - Gippsland	Clerical and administrative workers	Personal assistants and secretaries	561
Latrobe - Gippsland	Community and personal service workers	Carers and aides	5413
Latrobe - Gippsland	Community and personal service workers	Community and personal service workers nfd	12
Latrobe - Gippsland	Community and personal service workers	Health and welfare support workers	1733
Latrobe - Gippsland	Community and personal service workers	Hospitality workers	2236
Latrobe - Gippsland	Community and personal service workers	Protective service workers	1315
Latrobe - Gippsland	Community and personal service workers	Sports and personal service workers	1257
Latrobe - Gippsland	Labourers	Cleaners and laundry workers	2721
Latrobe - Gippsland	Labourers	Construction and mining labourers	1381
Latrobe - Gippsland	Labourers	Factory process workers	2098
Latrobe - Gippsland	Labourers	Farm forestry and garden workers	2093
Latrobe - Gippsland	Labourers	Food preparation assistants	1795
Latrobe - Gippsland	Labourers	Labourers nfd	173
Latrobe - Gippsland	Labourers	Other labourers	1839
Latrobe - Gippsland	Machinery operators and drivers	Machine and stationary plant operators	1841
Latrobe - Gippsland	Machinery operators and drivers	Machinery operators and drivers nfd	113
Latrobe - Gippsland	Machinery operators and drivers	Mobile plant operators	1226
Latrobe - Gippsland	Machinery operators and drivers	Road and rail drivers	2727
Latrobe - Gippsland	Machinery operators and drivers	Storepersons	417
Latrobe - Gippsland	Managers	Chief executives general managers and legislators	590
Latrobe - Gippsland	Managers	Farmers and farm managers	5782
Latrobe - Gippsland	Managers	Hospitality retail and service managers	4305
Latrobe - Gippsland	Managers	Managers nfd	285
Latrobe - Gippsland	Managers	Specialist managers	4125
Latrobe - Gippsland	Professionals	Arts and media professionals	353
Latrobe - Gippsland	Professionals	Business human resource and marketing professionals	2289
Latrobe - Gippsland	Professionals	Design engineering science and transport professionals	2064
Latrobe - Gippsland	Professionals	Education professionals	4832
Latrobe - Gippsland	Professionals	Health professionals	5010
Latrobe - Gippsland	Professionals	Information and Communication Technology ICT professionals	353
Latrobe - Gippsland	Professionals	Legal social and welfare professionals	1380
Latrobe - Gippsland	Professionals	Professionals nfd	99
