SA4_NAME16	IncomeTotPersonal.max	Occupation	PublicSector	LevelOfGovt	workers
New England and North West	42000	Community and personal service workers	0		1119
New England and North West	42000	Community and personal service workers	1	Local	16
New England and North West	42000	Community and personal service workers	1	National	7
New England and North West	42000	Community and personal service workers	1	State territory	173
New England and North West	42000	Labourers			15
New England and North West	42000	Labourers	0		1650
New England and North West	42000	Labourers	1	Local	51
New England and North West	42000	Labourers	1	National	10
New England and North West	42000	Labourers	1	State territory	57
New England and North West	42000	Machinery operators and drivers			12
New England and North West	42000	Machinery operators and drivers	0		627
New England and North West	42000	Machinery operators and drivers	1	Local	62
New England and North West	42000	Machinery operators and drivers	1	National	3
New England and North West	42000	Machinery operators and drivers	1	State territory	4
New England and North West	42000	Managers			9
New England and North West	42000	Managers	0		1085
New England and North West	42000	Managers	1	Local	7
New England and North West	42000	Managers	1	National	3
New England and North West	42000	Managers	1	State territory	8
New England and North West	42000	Professionals			3
New England and North West	42000	Professionals	0		659
New England and North West	42000	Professionals	1	Local	14
New England and North West	42000	Professionals	1	National	29
New England and North West	42000	Professionals	1	State territory	179
New England and North West	42000	Sales workers			3
New England and North West	42000	Sales workers	0		999
New England and North West	42000	Sales workers	1	Local	3
New England and North West	42000	Sales workers	1	National	3
New England and North West	42000	Technicians and trades workers			16
New England and North West	42000	Technicians and trades workers	0		1261
New England and North West	42000	Technicians and trades workers	1	Local	19
New England and North West	42000	Technicians and trades workers	1	National	9
New England and North West	42000	Technicians and trades workers	1	State territory	26
New England and North West	52500				41
New England and North West	52500		0		90
New England and North West	52500		1	Local	12
New England and North West	52500		1	State territory	11
New England and North West	52500	Clerical and administrative workers	0		1244
New England and North West	52500	Clerical and administrative workers	1	Local	86
New England and North West	52500	Clerical and administrative workers	1	National	65
New England and North West	52500	Clerical and administrative workers	1	State territory	169
New England and North West	52500	Community and personal service workers			4
New England and North West	52500	Community and personal service workers	0		818
New England and North West	52500	Community and personal service workers	1	Local	22
New England and North West	52500	Community and personal service workers	1	National	8
New England and North West	52500	Community and personal service workers	1	State territory	245
New England and North West	52500	Labourers			9
New England and North West	52500	Labourers	0		1553
New England and North West	52500	Labourers	1	Local	87
New England and North West	52500	Labourers	1	National	4
New England and North West	52500	Labourers	1	State territory	95
New England and North West	52500	Machinery operators and drivers	0		836
New England and North West	52500	Machinery operators and drivers	1	Local	135
New England and North West	52500	Machinery operators and drivers	1	State territory	13
New England and North West	52500	Managers			5
New England and North West	52500	Managers	0		1410
New England and North West	52500	Managers	1	Local	17
New England and North West	52500	Managers	1	National	8
New England and North West	52500	Managers	1	State territory	16
New England and North West	52500	Professionals			4
New England and North West	52500	Professionals	0		852
New England and North West	52500	Professionals	1	Local	22
New England and North West	52500	Professionals	1	National	52
New England and North West	52500	Professionals	1	State territory	262
New England and North West	52500	Sales workers	0		728
New England and North West	52500	Sales workers	1	Local	4
New England and North West	52500	Sales workers	1	National	20
New England and North West	52500	Sales workers	1	State territory	3
New England and North West	52500	Technicians and trades workers			9
New England and North West	52500	Technicians and trades workers	0		1430
New England and North West	52500	Technicians and trades workers	1	Local	48
New England and North West	52500	Technicians and trades workers	1	National	17
New England and North West	52500	Technicians and trades workers	1	State territory	53
New England and North West	65625				36
New England and North West	65625		0		73
New England and North West	65625		1	Local	17
New England and North West	65625		1	National	3
New England and North West	65625		1	State territory	8
New England and North West	65625	Clerical and administrative workers	0		869
New England and North West	65625	Clerical and administrative workers	1	Local	104
New England and North West	65625	Clerical and administrative workers	1	National	153
New England and North West	65625	Clerical and administrative workers	1	State territory	221
New England and North West	65625	Community and personal service workers			3
New England and North West	65625	Community and personal service workers	0		508
New England and North West	65625	Community and personal service workers	1	Local	19
New England and North West	65625	Community and personal service workers	1	National	23
New England and North West	65625	Community and personal service workers	1	State territory	203
New England and North West	65625	Labourers			3
New England and North West	65625	Labourers	0		894
New England and North West	65625	Labourers	1	Local	71
New England and North West	65625	Labourers	1	National	6
New England and North West	65625	Labourers	1	State territory	42
New England and North West	65625	Machinery operators and drivers			3
New England and North West	65625	Machinery operators and drivers	0		835
New England and North West	65625	Machinery operators and drivers	1	Local	144
New England and North West	65625	Machinery operators and drivers	1	State territory	29
New England and North West	65625	Managers			5
New England and North West	65625	Managers	0		1574
New England and North West	65625	Managers	1	Local	27
New England and North West	65625	Managers	1	National	18
New England and North West	65625	Managers	1	State territory	26
New England and North West	65625	Professionals			5
New England and North West	65625	Professionals	0		1074
New England and North West	65625	Professionals	1	Local	53
New England and North West	65625	Professionals	1	National	100
New England and North West	65625	Professionals	1	State territory	518
New England and North West	65625	Sales workers			3
New England and North West	65625	Sales workers	0		433
New England and North West	65625	Sales workers	1	Local	4
New England and North West	65625	Sales workers	1	National	4
New England and North West	65625	Sales workers	1	State territory	3
New England and North West	65625	Technicians and trades workers			4
New England and North West	65625	Technicians and trades workers	0		1232
New England and North West	65625	Technicians and trades workers	1	Local	97
New England and North West	65625	Technicians and trades workers	1	National	40
New England and North West	65625	Technicians and trades workers	1	State territory	52
New England and North West	78750				11
New England and North West	78750		0		42
New England and North West	78750		1	Local	8
New England and North West	78750		1	National	3
New England and North West	78750		1	State territory	4
New England and North West	78750	Clerical and administrative workers	0		401
New England and North West	78750	Clerical and administrative workers	1	Local	57
New England and North West	78750	Clerical and administrative workers	1	National	136
New England and North West	78750	Clerical and administrative workers	1	State territory	131
New England and North West	78750	Community and personal service workers	0		186
New England and North West	78750	Community and personal service workers	1	Local	5
New England and North West	78750	Community and personal service workers	1	National	15
New England and North West	78750	Community and personal service workers	1	State territory	137
New England and North West	78750	Labourers	0		309
New England and North West	78750	Labourers	1	Local	19
New England and North West	78750	Labourers	1	National	3
New England and North West	78750	Labourers	1	State territory	16
New England and North West	78750	Machinery operators and drivers			3
New England and North West	78750	Machinery operators and drivers	0		471
New England and North West	78750	Machinery operators and drivers	1	Local	50
