SA4_NAME16	IndustryOfEmployment	Occupation	workers
South Australia - Outback	Arts and recreation services	Sales workers	20
South Australia - Outback	Arts and recreation services	Technicians and trades workers	36
South Australia - Outback	Construction		26
South Australia - Outback	Construction	Clerical and administrative workers	197
South Australia - Outback	Construction	Community and personal service workers	24
South Australia - Outback	Construction	Labourers	326
South Australia - Outback	Construction	Machinery operators and drivers	378
South Australia - Outback	Construction	Managers	224
South Australia - Outback	Construction	Professionals	44
South Australia - Outback	Construction	Sales workers	14
South Australia - Outback	Construction	Technicians and trades workers	971
South Australia - Outback	Education and training		15
South Australia - Outback	Education and training	Clerical and administrative workers	315
South Australia - Outback	Education and training	Community and personal service workers	724
South Australia - Outback	Education and training	Labourers	59
South Australia - Outback	Education and training	Machinery operators and drivers	49
South Australia - Outback	Education and training	Managers	188
South Australia - Outback	Education and training	Professionals	1657
South Australia - Outback	Education and training	Sales workers	3
South Australia - Outback	Education and training	Technicians and trades workers	101
South Australia - Outback	Electricity gas water and waste services		18
South Australia - Outback	Electricity gas water and waste services	Clerical and administrative workers	34
South Australia - Outback	Electricity gas water and waste services	Labourers	73
South Australia - Outback	Electricity gas water and waste services	Machinery operators and drivers	81
South Australia - Outback	Electricity gas water and waste services	Managers	34
South Australia - Outback	Electricity gas water and waste services	Professionals	17
South Australia - Outback	Electricity gas water and waste services	Sales workers	5
South Australia - Outback	Electricity gas water and waste services	Technicians and trades workers	136
South Australia - Outback	Financial and insurance services		4
South Australia - Outback	Financial and insurance services	Clerical and administrative workers	251
South Australia - Outback	Financial and insurance services	Community and personal service workers	3
South Australia - Outback	Financial and insurance services	Managers	44
South Australia - Outback	Financial and insurance services	Professionals	79
South Australia - Outback	Financial and insurance services	Sales workers	15
South Australia - Outback	Financial and insurance services	Technicians and trades workers	4
South Australia - Outback	Health care and social assistance		42
South Australia - Outback	Health care and social assistance	Clerical and administrative workers	536
South Australia - Outback	Health care and social assistance	Community and personal service workers	1559
South Australia - Outback	Health care and social assistance	Labourers	301
South Australia - Outback	Health care and social assistance	Machinery operators and drivers	23
South Australia - Outback	Health care and social assistance	Managers	174
South Australia - Outback	Health care and social assistance	Professionals	1411
South Australia - Outback	Health care and social assistance	Sales workers	32
South Australia - Outback	Health care and social assistance	Technicians and trades workers	132
South Australia - Outback	Information media and telecommunications	Clerical and administrative workers	31
South Australia - Outback	Information media and telecommunications	Community and personal service workers	3
South Australia - Outback	Information media and telecommunications	Labourers	4
South Australia - Outback	Information media and telecommunications	Machinery operators and drivers	3
South Australia - Outback	Information media and telecommunications	Managers	11
South Australia - Outback	Information media and telecommunications	Professionals	42
South Australia - Outback	Information media and telecommunications	Sales workers	40
South Australia - Outback	Information media and telecommunications	Technicians and trades workers	28
South Australia - Outback	Manufacturing		44
South Australia - Outback	Manufacturing	Clerical and administrative workers	152
South Australia - Outback	Manufacturing	Community and personal service workers	11
South Australia - Outback	Manufacturing	Labourers	298
South Australia - Outback	Manufacturing	Machinery operators and drivers	583
South Australia - Outback	Manufacturing	Managers	194
South Australia - Outback	Manufacturing	Professionals	102
South Australia - Outback	Manufacturing	Sales workers	76
South Australia - Outback	Manufacturing	Technicians and trades workers	719
South Australia - Outback	Mining		73
South Australia - Outback	Mining	Clerical and administrative workers	175
South Australia - Outback	Mining	Community and personal service workers	46
South Australia - Outback	Mining	Labourers	198
South Australia - Outback	Mining	Machinery operators and drivers	1831
South Australia - Outback	Mining	Managers	262
South Australia - Outback	Mining	Professionals	473
South Australia - Outback	Mining	Sales workers	4
South Australia - Outback	Mining	Technicians and trades workers	1587
South Australia - Outback	Other services		15
South Australia - Outback	Other services	Clerical and administrative workers	137
South Australia - Outback	Other services	Community and personal service workers	125
South Australia - Outback	Other services	Labourers	132
South Australia - Outback	Other services	Machinery operators and drivers	33
South Australia - Outback	Other services	Managers	54
South Australia - Outback	Other services	Professionals	83
South Australia - Outback	Other services	Sales workers	25
South Australia - Outback	Other services	Technicians and trades workers	644
South Australia - Outback	Professional scientific and technical services		5
South Australia - Outback	Professional scientific and technical services	Clerical and administrative workers	209
South Australia - Outback	Professional scientific and technical services	Community and personal service workers	5
South Australia - Outback	Professional scientific and technical services	Labourers	37
South Australia - Outback	Professional scientific and technical services	Machinery operators and drivers	15
South Australia - Outback	Professional scientific and technical services	Managers	42
South Australia - Outback	Professional scientific and technical services	Professionals	287
South Australia - Outback	Professional scientific and technical services	Sales workers	10
South Australia - Outback	Professional scientific and technical services	Technicians and trades workers	184
South Australia - Outback	Public administration and safety		48
South Australia - Outback	Public administration and safety	Clerical and administrative workers	520
South Australia - Outback	Public administration and safety	Community and personal service workers	820
South Australia - Outback	Public administration and safety	Labourers	112
South Australia - Outback	Public administration and safety	Machinery operators and drivers	74
South Australia - Outback	Public administration and safety	Managers	235
South Australia - Outback	Public administration and safety	Professionals	353
South Australia - Outback	Public administration and safety	Sales workers	16
South Australia - Outback	Public administration and safety	Technicians and trades workers	134
South Australia - Outback	Rental hiring and real estate services		6
South Australia - Outback	Rental hiring and real estate services	Clerical and administrative workers	76
South Australia - Outback	Rental hiring and real estate services	Community and personal service workers	20
South Australia - Outback	Rental hiring and real estate services	Labourers	22
South Australia - Outback	Rental hiring and real estate services	Machinery operators and drivers	24
South Australia - Outback	Rental hiring and real estate services	Managers	22
South Australia - Outback	Rental hiring and real estate services	Professionals	13
South Australia - Outback	Rental hiring and real estate services	Sales workers	143
South Australia - Outback	Rental hiring and real estate services	Technicians and trades workers	25
