SA4_NAME16	EmploymentStatus	IncomeTotPersonal.max	workers
Western Australia - Outback (South)	Owner managers of unincorporated enterprises	Inf	259
Western Australia - Outback (South)	Status in employment not stated	0	17
Western Australia - Outback (South)	Status in employment not stated	7875	22
Western Australia - Outback (South)	Status in employment not stated	15750	24
Western Australia - Outback (South)	Status in employment not stated	21000	44
Western Australia - Outback (South)	Status in employment not stated	26250	50
Western Australia - Outback (South)	Status in employment not stated	34125	53
Western Australia - Outback (South)	Status in employment not stated	42000	61
Western Australia - Outback (South)	Status in employment not stated	52500	71
Western Australia - Outback (South)	Status in employment not stated	65625	62
Western Australia - Outback (South)	Status in employment not stated	78750	51
Western Australia - Outback (South)	Status in employment not stated	91875	25
Western Australia - Outback (South)	Status in employment not stated	105000	35
Western Australia - Outback (South)	Status in employment not stated	157500	47
Western Australia - Outback (South)	Status in employment not stated	Inf	18
Migratory - Offshore - Shipping (WA)	Employee	0	5
Migratory - Offshore - Shipping (WA)	Employee	7875	5
Migratory - Offshore - Shipping (WA)	Employee	21000	8
Migratory - Offshore - Shipping (WA)	Employee	26250	8
Migratory - Offshore - Shipping (WA)	Employee	34125	5
Migratory - Offshore - Shipping (WA)	Employee	42000	12
Migratory - Offshore - Shipping (WA)	Employee	52500	20
Migratory - Offshore - Shipping (WA)	Employee	65625	40
Migratory - Offshore - Shipping (WA)	Employee	78750	28
Migratory - Offshore - Shipping (WA)	Employee	91875	48
Migratory - Offshore - Shipping (WA)	Employee	105000	77
Migratory - Offshore - Shipping (WA)	Employee	157500	434
Migratory - Offshore - Shipping (WA)	Employee	Inf	820
Migratory - Offshore - Shipping (WA)	Owner managers of incorporated enterprises	91875	9
Migratory - Offshore - Shipping (WA)	Owner managers of incorporated enterprises	157500	3
Migratory - Offshore - Shipping (WA)	Owner managers of incorporated enterprises	Inf	7
Migratory - Offshore - Shipping (WA)	Owner managers of unincorporated enterprises	65625	3
Migratory - Offshore - Shipping (WA)	Owner managers of unincorporated enterprises	78750	3
Migratory - Offshore - Shipping (WA)	Owner managers of unincorporated enterprises	157500	5
Migratory - Offshore - Shipping (WA)	Owner managers of unincorporated enterprises	Inf	8
Migratory - Offshore - Shipping (WA)	Status in employment not stated	105000	3
No usual address (WA)	Contributing family workers	0	139
No usual address (WA)	Contributing family workers	7875	58
No usual address (WA)	Contributing family workers	15750	74
No usual address (WA)	Contributing family workers	21000	58
No usual address (WA)	Contributing family workers	26250	53
No usual address (WA)	Contributing family workers	34125	77
No usual address (WA)	Contributing family workers	42000	58
No usual address (WA)	Contributing family workers	52500	53
No usual address (WA)	Contributing family workers	65625	61
No usual address (WA)	Contributing family workers	78750	29
No usual address (WA)	Contributing family workers	91875	29
No usual address (WA)	Contributing family workers	105000	6
No usual address (WA)	Contributing family workers	157500	15
No usual address (WA)	Contributing family workers	Inf	19
No usual address (WA)	Employee	0	199
No usual address (WA)	Employee	7875	975
No usual address (WA)	Employee	15750	1398
No usual address (WA)	Employee	21000	1499
No usual address (WA)	Employee	26250	1886
No usual address (WA)	Employee	34125	2621
No usual address (WA)	Employee	42000	2839
No usual address (WA)	Employee	52500	3439
No usual address (WA)	Employee	65625	3965
No usual address (WA)	Employee	78750	3055
No usual address (WA)	Employee	91875	2460
No usual address (WA)	Employee	105000	1892
No usual address (WA)	Employee	157500	3349
No usual address (WA)	Employee	Inf	1714
No usual address (WA)	Owner managers of incorporated enterprises	0	33
No usual address (WA)	Owner managers of incorporated enterprises	7875	46
No usual address (WA)	Owner managers of incorporated enterprises	15750	72
No usual address (WA)	Owner managers of incorporated enterprises	21000	101
No usual address (WA)	Owner managers of incorporated enterprises	26250	128
No usual address (WA)	Owner managers of incorporated enterprises	34125	246
No usual address (WA)	Owner managers of incorporated enterprises	42000	304
No usual address (WA)	Owner managers of incorporated enterprises	52500	500
No usual address (WA)	Owner managers of incorporated enterprises	65625	688
No usual address (WA)	Owner managers of incorporated enterprises	78750	590
No usual address (WA)	Owner managers of incorporated enterprises	91875	641
No usual address (WA)	Owner managers of incorporated enterprises	105000	392
No usual address (WA)	Owner managers of incorporated enterprises	157500	511
No usual address (WA)	Owner managers of incorporated enterprises	Inf	361
No usual address (WA)	Owner managers of unincorporated enterprises	0	105
No usual address (WA)	Owner managers of unincorporated enterprises	7875	382
No usual address (WA)	Owner managers of unincorporated enterprises	15750	777
No usual address (WA)	Owner managers of unincorporated enterprises	21000	917
No usual address (WA)	Owner managers of unincorporated enterprises	26250	1044
No usual address (WA)	Owner managers of unincorporated enterprises	34125	1483
No usual address (WA)	Owner managers of unincorporated enterprises	42000	1594
No usual address (WA)	Owner managers of unincorporated enterprises	52500	1938
No usual address (WA)	Owner managers of unincorporated enterprises	65625	2310
No usual address (WA)	Owner managers of unincorporated enterprises	78750	1823
No usual address (WA)	Owner managers of unincorporated enterprises	91875	1419
No usual address (WA)	Owner managers of unincorporated enterprises	105000	849
No usual address (WA)	Owner managers of unincorporated enterprises	157500	996
No usual address (WA)	Owner managers of unincorporated enterprises	Inf	370
No usual address (WA)	Status in employment not stated	0	15
No usual address (WA)	Status in employment not stated	7875	32
No usual address (WA)	Status in employment not stated	15750	33
No usual address (WA)	Status in employment not stated	21000	55
No usual address (WA)	Status in employment not stated	26250	55
No usual address (WA)	Status in employment not stated	34125	79
No usual address (WA)	Status in employment not stated	42000	90
No usual address (WA)	Status in employment not stated	52500	92
No usual address (WA)	Status in employment not stated	65625	98
No usual address (WA)	Status in employment not stated	78750	68
No usual address (WA)	Status in employment not stated	91875	52
No usual address (WA)	Status in employment not stated	105000	42
No usual address (WA)	Status in employment not stated	157500	45
No usual address (WA)	Status in employment not stated	Inf	32
Hobart	Contributing family workers	0	166
Hobart	Contributing family workers	7875	65
Hobart	Contributing family workers	15750	103
Hobart	Contributing family workers	21000	84
Hobart	Contributing family workers	26250	114
Hobart	Contributing family workers	34125	89
Hobart	Contributing family workers	42000	73
Hobart	Contributing family workers	52500	65
Hobart	Contributing family workers	65625	47
Hobart	Contributing family workers	78750	42
Hobart	Contributing family workers	91875	22
Hobart	Contributing family workers	105000	16
Hobart	Contributing family workers	157500	21
Hobart	Contributing family workers	Inf	33
Hobart	Employee	0	241
Hobart	Employee	7875	3217
Hobart	Employee	15750	3361
Hobart	Employee	21000	3487
Hobart	Employee	26250	4651
Hobart	Employee	34125	7850
Hobart	Employee	42000	9807
Hobart	Employee	52500	12029
Hobart	Employee	65625	12642
Hobart	Employee	78750	8638
Hobart	Employee	91875	7261
Hobart	Employee	105000	4822
Hobart	Employee	157500	5375
Hobart	Employee	Inf	1746
Hobart	Owner managers of incorporated enterprises	0	23
Hobart	Owner managers of incorporated enterprises	7875	33
Hobart	Owner managers of incorporated enterprises	15750	77
Hobart	Owner managers of incorporated enterprises	21000	121
Hobart	Owner managers of incorporated enterprises	26250	124
Hobart	Owner managers of incorporated enterprises	34125	256
Hobart	Owner managers of incorporated enterprises	42000	367
Hobart	Owner managers of incorporated enterprises	52500	413
Hobart	Owner managers of incorporated enterprises	65625	518
Hobart	Owner managers of incorporated enterprises	78750	415
Hobart	Owner managers of incorporated enterprises	91875	444
Hobart	Owner managers of incorporated enterprises	105000	298
Hobart	Owner managers of incorporated enterprises	157500	541
Hobart	Owner managers of incorporated enterprises	Inf	629
Hobart	Owner managers of unincorporated enterprises	0	62
Hobart	Owner managers of unincorporated enterprises	7875	202
Hobart	Owner managers of unincorporated enterprises	15750	437
Hobart	Owner managers of unincorporated enterprises	21000	538
