SA4_NAME16	CountryOfBirth	EmploymentStatus	workers
Sydney - Sutherland	ITA	Status in employment not stated	3
Sydney - Sutherland	JPN	Employee	74
Sydney - Sutherland	JPN	Owner managers of incorporated enterprises	3
Sydney - Sutherland	JPN	Owner managers of unincorporated enterprises	13
Sydney - Sutherland	LBN	Contributing family workers	8
Sydney - Sutherland	LBN	Employee	184
Sydney - Sutherland	LBN	Owner managers of incorporated enterprises	56
Sydney - Sutherland	LBN	Owner managers of unincorporated enterprises	45
Sydney - Sutherland	LBN	Status in employment not stated	11
Sydney - Sutherland	MYS	Employee	177
Sydney - Sutherland	MYS	Owner managers of incorporated enterprises	30
Sydney - Sutherland	MYS	Owner managers of unincorporated enterprises	25
Sydney - Sutherland	MLT	Contributing family workers	3
Sydney - Sutherland	MLT	Employee	44
Sydney - Sutherland	MLT	Owner managers of incorporated enterprises	3
Sydney - Sutherland	MLT	Owner managers of unincorporated enterprises	5
Sydney - Sutherland	NLD	Contributing family workers	3
Sydney - Sutherland	NLD	Employee	75
Sydney - Sutherland	NLD	Owner managers of incorporated enterprises	16
Sydney - Sutherland	NLD	Owner managers of unincorporated enterprises	23
Sydney - Sutherland	NZL	Contributing family workers	13
Sydney - Sutherland	NZL	Employee	1057
Sydney - Sutherland	NZL	Owner managers of incorporated enterprises	141
Sydney - Sutherland	NZL	Owner managers of unincorporated enterprises	101
Sydney - Sutherland	NZL	Status in employment not stated	13
Sydney - Sutherland	PAK	Employee	104
Sydney - Sutherland	PAK	Owner managers of incorporated enterprises	3
Sydney - Sutherland	PAK	Owner managers of unincorporated enterprises	6
Sydney - Sutherland	PAK	Status in employment not stated	3
Sydney - Sutherland	PHL	Contributing family workers	4
Sydney - Sutherland	PHL	Employee	713
Sydney - Sutherland	PHL	Owner managers of incorporated enterprises	14
Sydney - Sutherland	PHL	Owner managers of unincorporated enterprises	15
Sydney - Sutherland	PHL	Status in employment not stated	7
Sydney - Sutherland	POL	Employee	89
Sydney - Sutherland	POL	Owner managers of incorporated enterprises	18
Sydney - Sutherland	POL	Owner managers of unincorporated enterprises	17
Sydney - Sutherland	SGP	Contributing family workers	3
Sydney - Sutherland	SGP	Employee	78
Sydney - Sutherland	SGP	Owner managers of incorporated enterprises	10
Sydney - Sutherland	SGP	Owner managers of unincorporated enterprises	13
Sydney - Sutherland	ZAF	Employee	338
Sydney - Sutherland	ZAF	Owner managers of incorporated enterprises	48
Sydney - Sutherland	ZAF	Owner managers of unincorporated enterprises	38
Sydney - Sutherland	ZAF	Status in employment not stated	9
Sydney - Sutherland	KOR	Contributing family workers	3
Sydney - Sutherland	KOR	Employee	136
Sydney - Sutherland	KOR	Owner managers of incorporated enterprises	30
Sydney - Sutherland	KOR	Owner managers of unincorporated enterprises	16
Sydney - Sutherland	LKA	Employee	78
Sydney - Sutherland	LKA	Owner managers of incorporated enterprises	10
Sydney - Sutherland	LKA	Owner managers of unincorporated enterprises	6
Sydney - Sutherland	THA	Contributing family workers	3
Sydney - Sutherland	THA	Employee	308
Sydney - Sutherland	THA	Owner managers of incorporated enterprises	24
Sydney - Sutherland	THA	Owner managers of unincorporated enterprises	29
Sydney - Sutherland	TUR	Contributing family workers	3
Sydney - Sutherland	TUR	Employee	43
Sydney - Sutherland	TUR	Owner managers of incorporated enterprises	13
Sydney - Sutherland	TUR	Owner managers of unincorporated enterprises	10
Sydney - Sutherland	GBR	Contributing family workers	42
Sydney - Sutherland	GBR	Employee	1979
Sydney - Sutherland	GBR	Owner managers of incorporated enterprises	311
Sydney - Sutherland	GBR	Owner managers of unincorporated enterprises	267
Sydney - Sutherland	GBR	Status in employment not stated	22
Sydney - Sutherland	USA	Contributing family workers	8
Sydney - Sutherland	USA	Employee	192
Sydney - Sutherland	USA	Owner managers of incorporated enterprises	22
Sydney - Sutherland	USA	Owner managers of unincorporated enterprises	20
Sydney - Sutherland	VNM	Contributing family workers	8
Sydney - Sutherland	VNM	Employee	332
Sydney - Sutherland	VNM	Owner managers of incorporated enterprises	39
Sydney - Sutherland	VNM	Owner managers of unincorporated enterprises	76
Sydney - Sutherland	VNM	Status in employment not stated	8
Sydney - Sutherland	ZWE	Employee	68
Migratory - Offshore - Shipping (NSW)		Employee	3
Migratory - Offshore - Shipping (NSW)	AUS	Employee	53
Migratory - Offshore - Shipping (NSW)	AUS	Owner managers of incorporated enterprises	3
Migratory - Offshore - Shipping (NSW)	AUS	Owner managers of unincorporated enterprises	13
Migratory - Offshore - Shipping (NSW)	AUS	Status in employment not stated	3
Migratory - Offshore - Shipping (NSW)	IRL	Employee	3
Migratory - Offshore - Shipping (NSW)	NZL	Employee	3
Migratory - Offshore - Shipping (NSW)	GBR	Owner managers of unincorporated enterprises	3
No usual address (NSW)		Contributing family workers	157
No usual address (NSW)		Employee	5753
No usual address (NSW)		Owner managers of incorporated enterprises	1235
No usual address (NSW)		Owner managers of unincorporated enterprises	3151
No usual address (NSW)		Status in employment not stated	327
No usual address (NSW)	AUS	Contributing family workers	1324
No usual address (NSW)	AUS	Employee	57991
No usual address (NSW)	AUS	Owner managers of incorporated enterprises	11592
No usual address (NSW)	AUS	Owner managers of unincorporated enterprises	28978
No usual address (NSW)	AUS	Status in employment not stated	1749
No usual address (NSW)	CAN	Employee	124
No usual address (NSW)	CAN	Owner managers of incorporated enterprises	21
No usual address (NSW)	CAN	Owner managers of unincorporated enterprises	66
No usual address (NSW)	CHN	Contributing family workers	98
No usual address (NSW)	CHN	Employee	1775
No usual address (NSW)	CHN	Owner managers of incorporated enterprises	633
No usual address (NSW)	CHN	Owner managers of unincorporated enterprises	1294
No usual address (NSW)	CHN	Status in employment not stated	45
No usual address (NSW)	HRV	Contributing family workers	5
No usual address (NSW)	HRV	Employee	210
No usual address (NSW)	HRV	Owner managers of incorporated enterprises	66
No usual address (NSW)	HRV	Owner managers of unincorporated enterprises	114
No usual address (NSW)	HRV	Status in employment not stated	4
No usual address (NSW)	EGY	Contributing family workers	3
No usual address (NSW)	EGY	Employee	138
No usual address (NSW)	EGY	Owner managers of incorporated enterprises	42
No usual address (NSW)	EGY	Owner managers of unincorporated enterprises	76
No usual address (NSW)	EGY	Status in employment not stated	9
No usual address (NSW)	FJI	Contributing family workers	13
No usual address (NSW)	FJI	Employee	339
No usual address (NSW)	FJI	Owner managers of incorporated enterprises	70
No usual address (NSW)	FJI	Owner managers of unincorporated enterprises	100
No usual address (NSW)	FJI	Status in employment not stated	14
No usual address (NSW)	MKD	Contributing family workers	5
No usual address (NSW)	MKD	Employee	172
No usual address (NSW)	MKD	Owner managers of incorporated enterprises	63
No usual address (NSW)	MKD	Owner managers of unincorporated enterprises	66
No usual address (NSW)	MKD	Status in employment not stated	5
No usual address (NSW)	DEU	Contributing family workers	11
No usual address (NSW)	DEU	Employee	212
No usual address (NSW)	DEU	Owner managers of incorporated enterprises	63
No usual address (NSW)	DEU	Owner managers of unincorporated enterprises	174
No usual address (NSW)	DEU	Status in employment not stated	3
No usual address (NSW)	GRC	Contributing family workers	3
No usual address (NSW)	GRC	Employee	195
No usual address (NSW)	GRC	Owner managers of incorporated enterprises	71
No usual address (NSW)	GRC	Owner managers of unincorporated enterprises	160
No usual address (NSW)	GRC	Status in employment not stated	10
No usual address (NSW)	HKG	Contributing family workers	5
No usual address (NSW)	HKG	Employee	316
No usual address (NSW)	HKG	Owner managers of incorporated enterprises	66
No usual address (NSW)	HKG	Owner managers of unincorporated enterprises	221
No usual address (NSW)	HKG	Status in employment not stated	4
No usual address (NSW)	IND	Contributing family workers	19
No usual address (NSW)	IND	Employee	798
No usual address (NSW)	IND	Owner managers of incorporated enterprises	178
No usual address (NSW)	IND	Owner managers of unincorporated enterprises	469
No usual address (NSW)	IND	Status in employment not stated	25
No usual address (NSW)	IDN	Employee	220
No usual address (NSW)	IDN	Owner managers of incorporated enterprises	41
No usual address (NSW)	IDN	Owner managers of unincorporated enterprises	170
No usual address (NSW)	IDN	Status in employment not stated	4
No usual address (NSW)	IRN	Contributing family workers	5
No usual address (NSW)	IRN	Employee	201
No usual address (NSW)	IRN	Owner managers of incorporated enterprises	73
No usual address (NSW)	IRN	Owner managers of unincorporated enterprises	140
No usual address (NSW)	IRN	Status in employment not stated	7
No usual address (NSW)	IRQ	Contributing family workers	7
No usual address (NSW)	IRQ	Employee	341
No usual address (NSW)	IRQ	Owner managers of incorporated enterprises	89
No usual address (NSW)	IRQ	Owner managers of unincorporated enterprises	126
No usual address (NSW)	IRQ	Status in employment not stated	19
No usual address (NSW)	IRL	Contributing family workers	4
No usual address (NSW)	IRL	Employee	531
No usual address (NSW)	IRL	Owner managers of incorporated enterprises	192
No usual address (NSW)	IRL	Owner managers of unincorporated enterprises	179
No usual address (NSW)	IRL	Status in employment not stated	13
No usual address (NSW)	ITA	Contributing family workers	23
No usual address (NSW)	ITA	Employee	364
No usual address (NSW)	ITA	Owner managers of incorporated enterprises	139
No usual address (NSW)	ITA	Owner managers of unincorporated enterprises	309
No usual address (NSW)	ITA	Status in employment not stated	15
No usual address (NSW)	JPN	Contributing family workers	3
No usual address (NSW)	JPN	Employee	125
No usual address (NSW)	JPN	Owner managers of incorporated enterprises	9
No usual address (NSW)	JPN	Owner managers of unincorporated enterprises	71
No usual address (NSW)	LBN	Contributing family workers	31
No usual address (NSW)	LBN	Employee	805
No usual address (NSW)	LBN	Owner managers of incorporated enterprises	430
No usual address (NSW)	LBN	Owner managers of unincorporated enterprises	708
No usual address (NSW)	LBN	Status in employment not stated	64
No usual address (NSW)	MYS	Contributing family workers	4
No usual address (NSW)	MYS	Employee	294
No usual address (NSW)	MYS	Owner managers of incorporated enterprises	48
No usual address (NSW)	MYS	Owner managers of unincorporated enterprises	100
No usual address (NSW)	MYS	Status in employment not stated	4
No usual address (NSW)	MLT	Contributing family workers	9
No usual address (NSW)	MLT	Employee	77
No usual address (NSW)	MLT	Owner managers of incorporated enterprises	41
No usual address (NSW)	MLT	Owner managers of unincorporated enterprises	57
No usual address (NSW)	MLT	Status in employment not stated	9
No usual address (NSW)	NLD	Contributing family workers	3
No usual address (NSW)	NLD	Employee	124
No usual address (NSW)	NLD	Owner managers of incorporated enterprises	41
No usual address (NSW)	NLD	Owner managers of unincorporated enterprises	100
No usual address (NSW)	NLD	Status in employment not stated	9
No usual address (NSW)	NZL	Contributing family workers	41
No usual address (NSW)	NZL	Employee	2147
No usual address (NSW)	NZL	Owner managers of incorporated enterprises	369
No usual address (NSW)	NZL	Owner managers of unincorporated enterprises	971
No usual address (NSW)	NZL	Status in employment not stated	64
No usual address (NSW)	PAK	Contributing family workers	3
No usual address (NSW)	PAK	Employee	217
No usual address (NSW)	PAK	Owner managers of incorporated enterprises	45
No usual address (NSW)	PAK	Owner managers of unincorporated enterprises	212
No usual address (NSW)	PAK	Status in employment not stated	10
No usual address (NSW)	PHL	Contributing family workers	9
No usual address (NSW)	PHL	Employee	583
No usual address (NSW)	PHL	Owner managers of incorporated enterprises	53
No usual address (NSW)	PHL	Owner managers of unincorporated enterprises	195
No usual address (NSW)	PHL	Status in employment not stated	15
No usual address (NSW)	POL	Contributing family workers	5
No usual address (NSW)	POL	Employee	134
No usual address (NSW)	POL	Owner managers of incorporated enterprises	63
No usual address (NSW)	POL	Owner managers of unincorporated enterprises	146
No usual address (NSW)	POL	Status in employment not stated	9
No usual address (NSW)	SGP	Employee	102
No usual address (NSW)	SGP	Owner managers of incorporated enterprises	32
No usual address (NSW)	SGP	Owner managers of unincorporated enterprises	46
No usual address (NSW)	SGP	Status in employment not stated	4
No usual address (NSW)	ZAF	Contributing family workers	9
No usual address (NSW)	ZAF	Employee	346
No usual address (NSW)	ZAF	Owner managers of incorporated enterprises	99
No usual address (NSW)	ZAF	Owner managers of unincorporated enterprises	209
No usual address (NSW)	ZAF	Status in employment not stated	13
No usual address (NSW)	KOR	Contributing family workers	53
No usual address (NSW)	KOR	Employee	637
No usual address (NSW)	KOR	Owner managers of incorporated enterprises	271
No usual address (NSW)	KOR	Owner managers of unincorporated enterprises	610
No usual address (NSW)	KOR	Status in employment not stated	17
No usual address (NSW)	LKA	Contributing family workers	6
No usual address (NSW)	LKA	Employee	139
No usual address (NSW)	LKA	Owner managers of incorporated enterprises	25
No usual address (NSW)	LKA	Owner managers of unincorporated enterprises	35
No usual address (NSW)	LKA	Status in employment not stated	3
No usual address (NSW)	THA	Contributing family workers	7
No usual address (NSW)	THA	Employee	215
No usual address (NSW)	THA	Owner managers of incorporated enterprises	11
No usual address (NSW)	THA	Owner managers of unincorporated enterprises	94
No usual address (NSW)	THA	Status in employment not stated	5
No usual address (NSW)	TUR	Contributing family workers	9
No usual address (NSW)	TUR	Employee	94
No usual address (NSW)	TUR	Owner managers of incorporated enterprises	44
No usual address (NSW)	TUR	Owner managers of unincorporated enterprises	86
No usual address (NSW)	TUR	Status in employment not stated	11
No usual address (NSW)	GBR	Contributing family workers	83
No usual address (NSW)	GBR	Employee	2890
No usual address (NSW)	GBR	Owner managers of incorporated enterprises	726
No usual address (NSW)	GBR	Owner managers of unincorporated enterprises	2007
No usual address (NSW)	GBR	Status in employment not stated	73
No usual address (NSW)	USA	Contributing family workers	3
